position	coverage	clip_count	SA
16454	1172159	466262	87024
16375	1145271	383389	1148059
16485	484330	224990	86892
16569	73963	73858	17924
16449	1326735	68884	6463
16380	1415318	64251	176934
16488	257752	61264	21112
16502	172873	49457	55566
16393	1813629	46707	318577
16456	699553	42480	9883
16460	647257	37864	8610
16468	577822	28881	10801
16425	1622569	27723	16642
16470	534725	25812	4990
16313	170945	23426	23111
16528	117771	23092	6199
16451	1222490	16352	2430
16469	549078	14182	2591
16291	139166	14050	38270
16236	73828	13576	35662
16495	193520	13169	6130
16466	591817	12986	5331
16367	178948	12103	34349
16457	659992	9731	5777
16461	609981	9656	2522
1	27675	9121	21498
16465	599485	8270	3257
16540	97364	8241	3409
16450	1242099	8135	3151
16426	1441677	7377	27510
16315	181028	7179	29757
16483	493291	7080	2886
16249	90048	6513	4596
16447	1353118	6389	1083
16458	652332	6215	3326
16276	118633	6200	12347
16427	1469329	6199	4207
16218	43281	5898	11397
16374	173631	5807	23408
16388	1506151	5623	36745
16229	52134	5592	3036
16433	1429528	5467	563
3493	23702	5440	89
16455	704625	4895	1248
16436	1414540	4577	734
16481	494787	4543	1643
16347	170065	4466	4341
16515	122611	4389	4512
16235	56896	4160	7164
16479	501787	4075	1199
16480	498062	3925	1303
16372	162380	3807	4250
16435	1416185	3712	506
16475	506399	3608	1293
16334	173173	3552	7075
315	10814	3530	36
16553	84935	3507	1350
16459	648645	3209	2000
16513	125504	3208	5346
15711	38530	3161	853
16306	143489	3022	10857
16423	1645574	2975	3134
16444	1362220	2859	357
309	12093	2829	1934
16378	1187339	2732	14494
16489	196546	2632	1146
16381	1433010	2589	23411
16432	1434183	2563	323
16224	45954	2523	4798
52	23223	2484	165
16412	1958562	2445	1182
16501	175185	2416	2374
16429	1456896	2404	1085
16453	1177260	2391	922
16294	139706	2296	3327
16415	1945359	2269	2668
16440	1374273	2149	448
232	18154	2093	446
16424	1619767	2020	2275
16434	1422117	1983	331
16392	1553507	1924	30698
16503	123686	1890	3169
16499	176926	1881	1167
16452	1202769	1874	616
16428	1470001	1858	1765
16379	1209694	1821	11065
16559	79129	1777	528
16467	579796	1747	891
16442	1369609	1727	611
15928	38578	1647	4164
16411	1954894	1624	1854
16556	81045	1476	515
16431	1441929	1455	833
16414	1950310	1447	2099
16416	1948705	1444	1072
16248	81007	1432	3762
16377	1167991	1420	18312
16439	1384375	1414	529
16277	119987	1404	447
16482	490739	1383	635
16422	1664075	1383	1308
16317	182404	1355	3180
16417	1953931	1350	4066
16430	1445479	1289	368
16365	156306	1276	2792
16413	1947777	1255	2047
16204	34729	1249	2970
16446	1353014	1214	348
16421	1676586	1169	1408
16407	1946827	1166	3441
2488	26940	1159	3
8578	17569	1155	26
16023	30891	1149	352
66	16704	1141	69
16448	1338203	1134	230
16484	485654	1133	606
16474	508779	1127	408
16198	32585	1086	373
16486	259105	1080	448
16071	27840	1079	1483
16437	1405861	1052	412
16463	600162	1050	542
16420	1719252	1037	324
41	25674	1017	50
16147	27148	995	289
15691	40678	991	208
16478	502663	981	414
16338	172398	973	2374
16146	25974	944	838
16516	118552	944	1581
16296	139995	939	1362
15572	37522	919	435
16471	510068	907	334
244	15326	901	432
16297	140664	888	2099
16366	157428	877	1622
16550	86722	870	850
67	15697	844	158
16497	180501	835	431
16376	1152602	830	12033
16382	1442016	830	8096
16410	1952209	828	2491
16385	1461795	822	4675
16445	1355815	818	209
16189	29148	812	1536
16490	194135	808	393
16397	1862215	790	8030
15598	39038	787	4290
16149	27816	786	1631
129	15697	784	393
16464	599901	776	466
16330	168540	768	2059
16518	117986	768	695
16408	1950458	766	1123
16190	30207	760	1532
16312	143463	747	2289
189	18596	741	223
16405	1945359	724	650
59	18756	723	86
16304	140204	715	30
16290	118310	713	1221
16318	182463	711	311
16399	1894018	711	26242
15550	36489	710	1018
16192	31266	695	2057
16206	35687	682	266
6341	24873	672	175
16395	1843954	664	5916
16441	1370744	648	226
16525	117700	648	380
16443	1363250	623	329
16547	87940	621	81
16418	1956944	611	2951
16566	75750	601	196
16391	1529654	599	3364
16472	509861	597	192
16363	154576	589	1808
16398	1874938	585	4586
16523	118136	582	1390
16438	1387033	569	671
16293	136070	559	511
16267	94630	547	317
16178	26930	544	259
61	17932	541	50
16551	85737	524	200
16524	117803	523	1379
16498	177728	522	415
16565	76407	520	75
35	31911	509	18
16208	36237	507	606
16477	502893	506	174
11176	20960	505	3
56	20135	496	57
14585	30679	494	470
15927	36760	489	598
16406	1944021	488	2674
16054	27053	484	183
58	19295	484	43
105	15849	481	248
16568	74567	477	71
16409	1949670	477	652
16303	141010	472	462
16107	27305	463	925
16389	1514199	462	5240
16462	600469	462	355
236	16018	460	171
498	22960	456	187
16390	1522143	450	4423
16567	75065	448	116
311	10245	447	203
3263	32771	444	201
16473	509514	439	177
16307	143508	437	711
16357	158910	435	543
16394	1826524	424	4637
16278	120305	422	627
356	13190	420	142
16201	33134	420	845
411	19118	415	59
15896	37740	413	513
16519	117446	411	1110
16476	502912	405	124
16369	162752	403	4514
2702	27750	402	0
14416	27771	399	373
16403	1944314	398	12627
16373	162025	391	1455
13982	26123	387	291
16182	27443	377	537
16346	167478	376	567
16387	1473431	376	3520
16419	1956075	374	549
306	12381	372	233
16361	155074	370	308
172	18348	369	166
16184	27877	361	477
16493	193647	352	133
16404	1950796	347	1465
3524	25897	347	7
16364	154526	345	608
14628	32052	343	270
13025	19432	342	271
846	28274	342	146
16400	1910277	341	5457
2480	25788	339	0
16396	1850315	336	3643
3172	32315	336	7
16289	118276	333	402
238	15542	332	199
3896	30445	321	193
16325	175322	319	878
3260	33201	317	196
16354	164121	314	12306
9388	21943	313	296
16106	26762	311	545
16492	193689	310	286
15740	35945	308	231
510	22543	307	158
15537	34497	307	340
15862	36885	307	383
262	14331	305	155
16320	182278	301	398
211	19152	301	168
1087	29038	299	181
16226	45937	298	395
16512	125603	298	478
16335	172993	294	795
15018	31418	293	13
16258	92112	293	448
6331	25611	291	138
3108	30293	291	1
16241	74659	289	770
16327	174860	289	213
373	15157	287	136
16384	1454360	286	2874
16269	95644	285	583
15805	36932	283	119
303	12320	283	867
16494	193512	282	293
15433	33161	281	285
16383	1447705	280	4346
65	17158	275	42
16271	96675	274	280
3484	16939	272	6
2031	33047	271	185
288	13982	271	117
16150	28152	269	313
13994	27144	268	292
15267	31128	267	331
898	29611	265	101
15655	39306	264	270
966	31286	263	127
13989	26556	258	224
684	26116	258	131
16362	153741	258	578
16496	180535	254	287
3570	25338	253	114
3497	23800	252	9
53	20678	250	20
16287	118806	249	343
15994	32719	247	646
195	17985	246	201
16072	28099	245	263
8558	15935	245	8
13932	24239	245	226
408	19107	245	146
16538	97164	245	95
16273	97550	242	158
44	24651	240	14
125	15984	240	148
16351	166224	240	938
16328	173951	239	83
299	12609	239	97
3270	32142	235	122
16250	90134	234	297
15901	38094	234	189
461	23398	233	163
560	23337	232	134
2701	28005	230	1
1723	33964	230	129
11994	21041	228	104
3272	31940	227	97
16342	169716	225	981
16322	181081	225	431
16487	257911	223	104
98	15689	223	116
522	22461	222	117
6551	25394	220	70
2703	27361	220	1
16549	87110	216	105
15263	30695	215	182
16353	163900	215	1376
16139	25660	215	88
7423	24489	214	93
16349	167391	214	892
15493	33182	213	175
16104	26139	212	315
16352	164717	211	991
9629	22203	211	116
16108	27587	211	380
16368	178750	211	567
739	26930	210	116
3512	24761	210	3
62	17439	209	13
16358	158423	209	451
15726	35604	208	205
14280	24515	207	173
7730	21280	206	86
15327	31389	206	181
760	26400	205	82
13923	23637	204	186
16301	141687	203	388
4058	28601	203	11
450	23416	202	107
16097	26514	200	242
38	28731	198	22
2781	29927	197	75
16386	1467121	196	3619
15710	38681	196	32
14341	24368	195	173
16310	142923	195	85
39	27544	194	15
2187	35114	194	82
394	17698	191	105
168	18111	191	42
1839	36461	191	112
1146	28287	190	3
379	15640	190	69
16176	26368	188	243
505	22534	188	118
16402	1927845	187	1499
16187	27885	186	261
15696	39434	185	15
16302	141337	184	21
13800	21767	184	49
16345	168444	184	3009
16314	169258	184	76
495	23055	183	80
16259	92545	183	160
300	12330	183	77
15519	33509	183	190
7289	25666	182	90
16401	1920832	181	2498
10307	19424	180	1
16245	77330	180	135
111	15767	179	125
2707	27093	179	1
15563	36695	179	131
13783	21306	178	181
16371	157881	178	603
15607	39317	177	444
16316	180780	176	236
1126	27685	176	81
16356	159812	176	332
1700	32677	175	93
121	15909	175	85
16508	124823	174	290
16292	136065	174	237
16243	75869	174	236
2230	34741	173	110
469	23488	171	126
16295	139647	171	91
131	15064	171	131
3489	17159	170	8
571	23507	170	74
8577	16255	170	9
14125	26372	170	168
15702	38833	169	149
16360	156141	168	193
15624	39478	167	150
16119	27140	167	148
16355	163025	167	735
14586	30927	166	180
16286	118984	166	46
1875	35831	165	79
6173	26597	165	104
197	18845	165	107
106	15678	164	105
471	23424	164	9
15863	37040	162	161
492	23121	162	76
104	15846	162	115
1498	33614	162	96
16564	76631	161	33
149	16591	161	71
16281	120006	160	164
16336	172794	160	363
2690	29010	159	55
13784	21535	158	151
6468	23875	158	80
16105	26318	157	205
3522	25509	156	3
956	30905	155	72
484	23215	155	81
6537	25364	154	79
304	12355	154	47
16280	120176	153	227
16319	181943	153	347
3322	30541	152	58
153	16774	152	49
15062	32860	151	148
81	14831	150	66
57	19521	149	10
389	17103	148	67
210	19329	148	114
2457	27642	147	0
214	18753	146	85
302	11986	146	182
1026	29458	146	80
16298	140633	146	263
7821	21678	146	77
13140	21558	146	601
263	14071	145	88
574	23415	145	57
14772	29447	145	108
16268	94683	144	112
1598	31592	144	86
3023	32064	144	54
15538	34752	144	139
15799	36765	143	87
16329	169313	143	70
16341	170503	141	595
16491	193466	140	141
16173	26443	140	162
16331	167916	139	184
16557	79501	139	18
