position	coverage	clip_count	SA
16451	250873	123073	17608
16450	306082	51743	6192
16569	27510	27405	11909
16381	123497	18715	81130
16393	310533	17458	165981
16456	111528	13011	2440
16459	96915	11223	2207
16455	120687	8920	1450
1	18480	8319	16030
16462	81862	7864	1861
16494	61636	6022	2881
16463	74020	5921	2234
16516	50052	5036	3067
16529	41262	4875	2432
16392	172377	4649	28276
3493	18984	4450	93
16365	57533	4419	8676
16449	314016	4349	771
315	12024	3206	128
16425	402756	3035	346
16447	323486	2875	313
16460	86035	2611	1340
16386	140225	2521	13148
16497	55781	2357	1011
16394	324151	2318	12231
16363	48789	2266	4198
16528	43251	2067	1030
16453	124698	1991	707
16397	343175	1947	6081
16468	67147	1930	925
16461	83382	1550	894
16518	44545	1528	1193
16457	98669	1474	1002
16479	65053	1443	740
16400	367603	1441	15888
16261	24774	1378	1115
16488	63383	1328	586
16313	44682	1315	1558
16478	66021	1312	816
57	18525	1269	128
16294	38453	1209	1169
16508	51505	1176	800
16454	122073	1172	523
16436	358851	1139	85
16503	52618	1122	750
16446	326142	1083	105
16367	60346	1040	2357
16467	68054	956	736
16444	333790	896	94
16433	370322	880	131
59	16663	880	107
16448	318022	872	139
16487	64116	834	436
16315	45643	827	1012
16435	364785	814	82
16384	129583	798	3015
16374	64291	745	2027
16299	40268	732	676
16442	339869	720	127
16370	61774	710	1967
16382	125820	692	1890
16264	26770	691	666
16498	53681	685	430
16071	18726	678	768
16458	97354	676	499
64	14614	667	74
16427	381643	643	526
8578	17869	631	15
16423	412612	624	109
16357	45521	623	1014
16440	345026	616	70
16564	29683	606	277
16326	45347	593	821
16517	45191	582	369
16184	18081	578	594
16492	62037	573	352
16452	126493	570	275
2488	20305	564	7
16466	68256	561	474
16561	30806	554	215
16445	330021	552	93
16426	381823	535	1897
16371	62733	517	1386
10397	21528	501	2
16441	342642	474	62
16553	32276	472	239
16290	36339	469	463
16355	45099	466	765
314	12472	464	211
56	19085	464	76
16567	28493	461	220
16483	64308	458	254
16428	380853	457	430
16248	20327	456	352
16179	17230	449	399
16443	337006	443	80
16469	65377	443	396
16533	36098	436	256
16534	35718	435	279
62	15126	424	53
16437	354628	423	73
16312	43072	421	573
16281	34368	418	433
16310	42524	406	431
16539	35849	405	232
16439	347985	404	99
16499	53211	394	280
16495	55821	392	229
16366	58240	391	788
16251	21061	385	380
16387	141806	379	985
16568	27987	377	164
16178	16745	376	381
10401	21454	368	3
16482	64197	366	232
105	13667	364	161
16078	19194	362	360
16300	40824	358	332
16306	41984	356	407
16375	64950	356	1033
16515	50096	355	298
16429	377336	352	264
16438	350965	351	73
16385	131145	348	1420
16432	372181	339	84
16295	38905	333	346
16282	34816	331	337
311	12567	329	57
15537	25992	328	356
16501	52927	320	245
16233	19173	319	319
16424	405989	307	161
16434	367329	305	58
16480	63915	298	169
16430	375726	293	167
16069	17876	291	334
16550	33055	291	157
70	13620	287	61
966	23291	285	123
211	16104	279	128
16474	65095	278	174
16431	374300	269	172
16279	33808	269	269
16224	18712	265	229
16268	27896	263	211
16489	62148	258	173
16485	64194	257	150
498	15757	256	110
58	17078	256	31
39	21277	246	33
16547	33887	245	140
16532	36337	243	154
61	15404	242	28
16399	350574	241	706
16395	329922	241	1534
3524	20563	238	13
16511	50471	237	187
16364	49165	237	472
6341	18528	228	59
2480	20021	227	6
16421	416571	225	114
16340	45512	225	337
16369	60431	221	475
72	13281	221	50
16412	404822	219	258
16293	36895	218	189
16486	64127	217	119
2702	21003	217	1
16522	43069	216	196
16513	50153	215	198
16544	34518	215	89
16176	16368	212	190
16465	68265	211	286
3484	13629	209	11
16475	65054	207	130
16107	18445	204	207
16520	43148	204	191
16329	45468	201	307
14329	23661	201	154
16291	36545	199	160
55	19363	197	19
16303	41455	196	151
16234	19466	196	222
16376	65491	195	665
16285	35393	195	202
3108	23340	195	1
16473	65168	194	108
16296	39163	194	165
16502	52680	193	153
60	15675	192	18
16562	30092	189	81
495	15886	187	112
3512	19783	187	7
298	13349	186	35
16542	35194	185	81
3577	20106	185	84
16398	347042	179	1425
16472	65217	179	95
309	12439	174	33
48	20063	174	11
16283	35021	173	137
16380	67261	171	774
16543	34853	170	102
16227	18791	168	167
16278	33386	167	117
167	14592	167	86
16514	50025	165	147
16548	33549	164	82
16271	28834	162	164
16383	126798	162	587
16500	52984	162	118
16361	44719	161	83
148	13963	160	95
