position	coverage	clip_count	SA
16449	478504	357739	40630
16379	523712	133827	607904
16569	43489	43324	24903
16528	69478	14504	6472
1	37335	11692	32442
16313	82963	10503	12108
16444	517584	6897	446
16527	75664	6428	2668
57	33354	6382	378
16447	494366	6327	915
16455	108622	5291	2084
16473	84214	4426	1888
16463	95433	4064	1784
16436	601330	4040	137
16425	703954	3952	598
16460	101837	3456	1863
16389	590243	3411	9012
16518	78610	3397	2439
16461	98803	3385	1861
16259	33864	3322	2492
16469	87216	3247	1788
16468	90116	3232	1707
16459	104063	3131	1543
16295	55247	2995	3645
59	25621	2959	274
3493	12432	2684	62
16433	618319	2528	108
16492	79986	2525	1473
16450	118437	2506	1091
16360	83973	2289	6200
16297	59378	2255	2765
16283	47892	2024	2324
315	9016	1988	101
16346	81762	1935	4055
16435	607080	1930	91
16294	51148	1914	2348
16365	92348	1900	4405
16358	79785	1880	3952
16364	88703	1781	5251
16520	76259	1697	1388
16368	97386	1552	4656
16440	577637	1546	140
16505	80681	1539	1056
56	35093	1522	103
16454	109822	1507	993
16464	91808	1462	938
16465	90719	1455	814
16423	726323	1419	234
16427	657661	1380	1071
16480	81465	1365	536
16550	52504	1360	505
16489	81118	1352	560
16457	104168	1329	1042
16445	505093	1306	213
16446	499823	1305	262
16453	110827	1300	991
16426	665773	1293	3719
16071	17936	1291	1166
16564	46944	1233	396
16377	104731	1200	11801
16448	484112	1173	285
16306	66509	1161	1809
16442	538750	1142	170
16264	37826	1119	934
16439	582927	1101	152
105	14582	1083	587
16495	78710	1075	484
16478	82010	1073	477
16298	60946	1058	1317
16390	597424	967	3443
16067	15841	961	507
16481	80781	960	471
16428	649495	960	880
16509	79063	923	639
16432	623553	923	125
16434	612833	902	224
16399	663235	895	1685
16244	24829	895	711
53	36920	852	66
16382	544837	851	6766
16490	80101	821	368
16488	81629	821	450
16300	62557	818	1050
16380	530928	812	4953
314	9818	810	386
16385	561334	810	3104
16430	635126	802	77
16424	712170	765	248
16567	44694	737	304
16223	20998	726	641
16429	640432	724	393
16421	737200	722	225
8578	12744	717	9
58	26651	713	57
16437	592316	701	87
16515	78727	697	518
16363	84649	695	1948
16372	95636	672	1529
16479	81465	660	298
16184	17287	658	720
31	44731	651	30
16471	84416	631	249
16431	630101	627	151
16296	56190	627	655
16412	750525	623	523
16241	23270	611	583
16451	111250	597	789
16214	19717	597	314
2488	15365	565	3
16302	63628	562	659
62	21337	559	65
16441	573053	545	79
16486	81481	545	206
66	19247	534	78
16392	610967	528	2614
16408	715670	528	407
16438	587586	524	81
61	21937	520	59
16367	94124	517	1161
16552	50568	509	206
16366	93358	501	1503
104	15009	484	248
64	20367	474	53
16417	746785	470	413
16483	81062	470	225
16443	527089	468	129
16387	571229	462	1458
16361	84175	461	756
16262	35463	457	555
16548	53339	453	169
16383	550259	453	2373
16420	743026	443	198
16413	750335	443	512
60	22509	439	57
16342	79253	436	894
16502	80177	426	291
16305	64713	425	565
16482	80290	422	221
41	40286	419	41
16462	95676	417	452
16418	745738	411	331
16308	67494	406	416
45	39424	405	23
16474	80093	391	176
16384	555255	390	2914
34	43342	382	17
16386	566560	378	1850
16415	746036	374	903
16411	743413	369	565
16496	78018	367	167
16507	79605	358	216
33	43776	356	23
16388	576641	354	1395
16394	627444	354	1249
16257	29251	350	386
16508	79629	346	273
73	17705	346	105
16261	34763	344	376
16537	55540	334	168
16381	536034	332	1998
16553	49927	329	131
16470	84237	327	390
65	19905	325	103
16543	54790	324	131
16374	96274	324	1963
16393	618093	322	1023
35	42815	320	17
16378	107665	317	891
16069	16289	312	299
16278	44455	312	251
52	37331	311	24
16467	90237	308	475
16375	96859	302	1223
16422	733120	302	220
63	20706	296	67
186	13367	291	231
16373	95774	291	1381
16416	747295	289	418
300	10720	288	117
16351	79060	287	693
16410	738607	285	432
16371	94956	284	712
16315	83362	281	404
3524	13570	280	7
16458	103549	280	609
49	38195	280	40
16304	64087	276	341
16270	39375	273	212
16347	80609	273	537
16400	671006	271	1022
16401	677014	266	801
54	35915	263	21
16263	36170	262	298
16277	44039	261	266
15537	18551	257	249
16409	718223	255	377
16246	25179	254	238
71	18225	250	35
16307	66904	248	328
16369	95692	245	686
16456	103560	244	473
16526	75607	243	98
16566	45120	240	109
16391	603278	236	982
16339	79695	228	442
106	13580	227	146
16565	45558	226	100
209	13423	224	101
16551	50953	222	102
311	9877	221	28
16291	48420	221	224
16562	47544	219	120
48	38411	219	24
55	35537	218	21
40	40787	218	23
16310	67982	214	257
16540	55695	213	126
16282	45242	211	213
16255	28170	211	221
39	41238	210	27
16414	747157	209	373
148	13236	204	106
16178	16174	204	174
16529	55080	200	92
15990	17768	200	194
16472	84049	200	84
30	45080	200	7
16253	27325	199	246
16104	17853	198	197
16250	26115	197	221
16309	67710	194	275
16106	18202	191	179
467	11498	190	116
16452	110751	190	404
14114	15993	189	165
16530	54910	187	81
16266	38372	187	146
16260	34155	187	201
16407	705683	185	455
16568	43843	185	102
16499	79276	184	145
16072	18132	184	205
16355	77553	184	377
44	39679	182	15
69	18606	182	41
16275	41516	176	136
16075	18379	176	154
16334	81190	174	397
3577	12982	174	78
3108	16828	172	2
16189	17849	172	137
309	9887	169	32
16419	744693	168	379
16402	680761	168	512
2702	16231	168	1
16516	78467	168	85
16403	687480	167	1093
966	16432	165	91
3512	12883	164	2
50	37811	161	16
16484	80948	161	108
16271	39673	158	169
16299	61216	158	231
3484	9254	157	3
16269	38955	157	147
72	17921	156	28
16362	83579	154	398
114	13353	154	84
16510	78239	152	90
16376	97444	152	549
16281	44989	152	141
16498	78896	152	107
16561	47957	152	67
16354	77858	151	338
96	15511	150	85
16221	20010	148	134
16126	17595	148	77
100	15323	147	65
16504	80494	145	107
145	13230	145	58
16524	75338	145	108
47	38734	145	13
16290	48284	144	119
16525	75461	144	97
16303	63728	144	136
16397	650017	143	400
3263	17775	143	69
16105	18042	142	164
16254	27900	142	174
16201	18510	140	77
16517	78530	138	67
16333	81082	138	363
37	42081	137	15
2480	14926	137	0
78	16682	137	53
16359	79469	136	281
16247	25393	134	130
16352	78755	134	203
2701	16360	134	0
51	37584	133	27
16322	82713	132	154
8558	11595	132	2
16350	78882	131	365
16396	642641	130	461
16353	78421	130	267
16252	26904	130	145
16256	28460	130	117
16395	637696	129	556
16348	79673	129	499
67	18899	127	32
16267	38582	127	109
16511	78248	126	117
16535	55184	126	62
16398	656173	125	350
16286	48119	123	76
16248	25678	123	133
304	10287	122	23
16475	80259	122	70
3497	12431	122	6
3522	13196	121	3
38	41587	121	21
16405	696266	119	389
108	13271	118	62
16238	22273	116	111
8577	11924	116	3
16183	16416	116	90
16175	15974	115	84
16085	18345	114	62
16285	47987	114	121
16051	15148	114	144
3260	17908	114	45
16320	83389	114	89
2703	16078	113	1
16225	21115	113	93
498	11167	112	49
16546	53810	112	58
16274	40975	110	98
43	39662	109	17
16338	79663	109	330
235	12977	108	45
16341	79128	108	405
16245	24905	108	110
307	10124	107	45
16287	48220	106	82
16512	78321	106	77
16272	39829	105	82
1146	15627	105	0
16078	18425	105	99
16234	21884	105	87
3255	18048	104	48
16487	81405	104	73
3312	17219	104	48
16357	76433	102	263
16279	44724	101	100
16125	17504	101	92
16337	80193	101	260
16345	78868	101	299
16216	19738	100	63
16231	21566	100	86
16466	89776	100	348
16344	79118	98	404
16356	76952	98	158
16273	40251	97	101
714	14392	97	58
16531	54838	96	42
132	12820	96	47
16070	16430	94	90
16292	48531	94	71
16107	18181	93	72
16406	700391	92	421
16268	38730	92	77
16187	17440	92	90
14384	15987	91	68
16229	21381	91	84
16240	22519	91	92
16493	78056	91	81
16220	19831	91	79
16318	83467	90	56
16258	29568	90	125
16166	16041	89	55
16343	79264	89	1366
16312	68062	89	77
14806	16597	87	63
13759	13303	87	85
16228	21305	87	75
6341	13347	86	23
75	17167	86	27
16237	22148	86	67
538	11048	85	48
16068	15919	85	86
168	13440	85	31
2704	16005	84	0
16301	62856	83	86
10307	15302	82	0
16160	16242	82	74
16219	19757	82	75
151	13143	82	34
16491	79574	81	73
16542	55102	81	36
16501	79958	80	60
3272	17580	79	27
101	15169	78	46
308	10031	78	31
14382	15953	78	75
16325	82462	77	109
16563	47158	77	44
3456	10561	77	47
16265	38084	76	68
102	15116	76	42
170	13331	76	38
16123	17549	76	56
1133	15360	75	27
70	18374	75	22
8574	11725	75	3
16557	48909	74	34
16188	17656	74	78
1840	19830	74	31
16236	21986	74	63
16477	81288	73	78
16316	83369	73	88
898	14993	73	24
111	13275	73	38
8579	12892	73	0
16554	49474	72	39
16340	79360	72	226
16536	55333	71	18
16533	54871	71	41
199	13234	71	34
16404	690926	70	437
16328	82101	70	212
32	43878	69	10
3258	17999	69	33
233	13035	69	36
91	15631	69	32
112	13291	68	22
14563	17208	68	58
16476	80607	68	45
571	11305	68	40
134	12860	67	23
16336	80560	67	207
16321	82699	67	37
15988	17576	66	61
116	13220	66	39
16332	81089	66	203
481	11313	66	36
528	11050	66	39
80	16318	65	46
16370	95002	65	171
16288	48204	64	64
8568	11611	64	1
16152	16605	64	48
