position	coverage	clip_count	SA
16450	501877	236494	27507
16569	43627	43473	23755
16448	545327	31350	12058
16391	555766	31260	348357
16453	251207	30059	10560
16462	192543	24437	7619
16508	118158	18035	13774
16543	80393	15278	8028
16359	175484	14737	35628
16353	139171	12645	17660
16341	118327	12413	29106
16470	152020	10858	3492
16455	219213	10548	3555
16465	166420	9778	3174
1	25152	9693	19213
16460	204238	9643	3184
16451	260762	8456	3262
16482	146282	8342	3753
16528	91733	8011	3769
16492	133926	7954	3993
16467	158399	7395	2841
16390	284080	7284	17517
16459	209571	6987	1871
16313	64991	6721	7530
16358	147473	5889	11672
16425	668371	5776	1815
16297	52016	5369	4221
16449	510760	5222	866
16447	553496	5159	790
16321	80299	5093	10292
16548	62405	4993	2558
16511	100312	4703	3563
16518	93633	4673	4291
16378	216707	4271	19550
16316	71347	3932	7234
16488	136624	3671	1824
16553	52327	3670	1682
16381	236505	3649	18464
16493	126548	3515	2151
16486	140068	3508	1610
16500	119810	3503	2245
16389	258176	3408	9481
3493	14496	3335	41
16461	195328	3209	1924
16333	90132	3187	7783
16368	189086	3025	3840
16552	55337	2833	1167
16392	571514	2721	8736
16478	145817	2479	1604
16071	20642	2443	2309
16373	190407	2385	4549
16376	196949	2382	12325
16363	180539	2360	6252
16463	168352	2314	1213
16399	630495	2313	5441
315	8566	2241	106
16379	223488	2230	11777
16377	203560	2208	10489
16497	121631	2091	912
16366	185091	2079	4640
16495	123563	2004	1595
16433	608213	2004	636
16387	244698	1966	3739
16446	556555	1898	459
16436	595406	1871	572
16440	579401	1803	660
16457	210117	1784	1592
16445	560633	1781	417
16435	600098	1757	630
16278	48069	1725	1406
16372	187944	1620	3761
16427	626447	1612	1881
16476	143978	1611	1003
16393	582568	1592	5981
16498	120182	1517	720
16331	84106	1483	3451
16444	563891	1472	651
703	15280	1461	398
314	9952	1397	637
45	24723	1394	51
16223	31501	1392	1487
16345	121140	1390	3279
16517	94669	1390	1043
16401	645279	1389	4178
16249	36701	1354	1219
16216	27887	1329	1553
16337	92764	1321	3604
16452	252495	1320	635
16487	137118	1312	796
53	22247	1305	48
16258	38561	1275	1422
16386	240030	1274	3203
16423	684666	1243	519
16426	628574	1216	8344
16454	221514	1213	817
16306	55634	1167	1801
16293	46542	1154	26
16534	83563	1084	566
16442	572250	1038	719
16525	91819	1027	744
16496	122019	1019	634
32	28899	954	10
59	18407	942	143
105	12988	940	500
16547	63567	937	537
558	12899	937	684
16264	40901	933	1043
16429	621352	930	4834
16184	22749	921	1261
66	15684	915	105
16371	186470	893	1841
16246	34730	859	1085
16362	176066	831	2251
16140	22514	826	605
57	20176	805	86
16217	28855	792	826
16431	616399	785	789
16471	142318	778	324
16537	82918	775	362
16509	100622	770	696
16437	590369	755	505
16562	46743	739	429
16513	95392	728	740
16550	56583	727	381
16200	25000	703	766
16443	568094	697	616
44	25487	689	22
16428	625034	681	1371
16432	611933	677	701
16305	53795	674	711
16434	603541	665	480
16412	686880	659	484
16512	95869	641	516
8578	15241	639	10
16076	21517	637	573
8479	17692	635	64
16421	698026	629	267
16439	583498	611	646
16430	617722	591	491
16380	224809	588	2348
16441	575133	577	928
16473	142721	565	337
16395	611485	556	3445
16195	23106	556	440
16383	237370	556	1078
16474	142947	551	369
16532	83845	540	333
46	23268	540	46
16361	175666	535	1263
16275	44078	533	518
16197	23997	529	475
16479	144694	519	447
16349	120775	516	1834
16227	32071	505	369
16516	95111	503	383
16494	123513	491	465
16424	673163	490	611
16212	25961	487	597
16540	82051	481	291
16458	208824	480	686
16483	139515	474	349
16375	189976	474	1473
16274	43263	469	397
16420	703125	465	208
16139	21571	465	313
58	19091	464	36
16464	166090	457	431
16374	190117	453	1532
16501	116632	452	419
2488	14761	452	4
16364	181045	450	1773
16400	637283	448	2207
16259	39102	446	418
16403	653227	442	2022
72	14499	440	84
16568	44234	439	174
16456	209176	437	527
33	27843	437	21
16237	33784	435	415
16388	244922	433	1170
16235	33158	427	505
16360	175378	425	1043
16365	181274	424	1043
16344	119081	423	1526
16438	586480	414	419
16480	145123	406	188
30	29603	405	12
60	17344	404	30
16394	603583	400	1898
16397	619355	399	1167
16485	139978	394	259
16484	139659	390	389
16413	686990	387	504
15912	23045	385	386
16411	682048	385	536
16468	151500	383	402
16408	670257	377	651
16407	666194	377	994
16505	117179	373	348
61	16807	373	44
16565	45446	371	149
16475	143356	363	309
16329	81395	361	675
16469	151924	360	578
16549	57222	360	207
16357	138146	354	975
16262	39531	345	306
16417	695758	340	528
16504	117082	332	381
16257	37043	330	378
16422	694430	330	285
16490	133490	328	236
16396	614600	328	1233
35	27160	324	8
16168	21560	317	320
15976	21717	314	291
13932	19581	312	308
16385	236777	310	737
16070	17708	308	206
898	15498	308	140
16107	21759	307	264
16415	688537	305	469
16369	187318	301	617
249	12827	297	102
300	10758	287	91
56	20555	283	25
15989	21659	281	221
16410	677059	281	709
16418	699385	281	537
16367	184972	273	456
148	12706	271	140
64	16148	271	38
16346	121050	268	845
16356	138338	258	717
16106	21519	258	189
16405	659184	255	597
16539	82192	247	115
39	26191	246	17
16538	82384	246	177
16351	120526	242	1123
6341	15570	242	96
16310	55855	242	327
16515	94999	240	253
16502	116580	240	252
16114	21683	238	157
16416	692794	238	327
16466	157422	236	392
16529	83910	236	170
16491	133603	235	263
16566	44912	234	137
7163	18469	232	88
16271	41991	232	236
16078	21750	230	247
16320	71948	227	313
16545	64326	223	126
3524	15536	219	5
2702	15147	218	0
91	13478	216	71
16402	647771	216	532
16183	21466	211	270
522	11753	211	113
16567	44545	211	118
16127	21306	210	201
16406	662936	207	853
168	12906	206	134
16503	116848	206	190
16489	133367	205	215
167	13018	205	95
208	13730	204	122
16542	80928	204	120
16105	21324	203	226
153	12587	201	104
16343	118501	201	917
16355	138649	199	649
311	10095	199	44
16352	120393	199	861
16332	84348	198	494
16350	120546	196	910
16319	71663	195	400
16256	36628	190	200
16506	117259	189	178
16409	673056	185	560
16245	33713	184	216
16286	47336	183	22
237	13339	182	83
527	11640	182	106
279	12142	181	86
16270	41619	178	130
262	12387	176	100
16561	47073	174	103
16382	236737	172	777
16354	138819	172	847
16414	687034	169	373
16398	621642	168	802
16544	64778	168	90
16481	145803	167	189
16370	186180	167	403
3484	10498	166	1
16472	142195	165	141
16524	91756	165	157
16088	21512	165	157
16104	21115	163	155
16507	117562	162	153
16499	119421	162	213
16348	120002	158	961
16336	90502	156	447
246	13077	153	91
16173	21610	152	171
122	12307	152	52
498	11866	151	62
15537	21607	150	135
16347	120319	150	811
170	12736	148	73
16233	32517	148	87
3512	14952	148	2
13994	21355	147	145
16477	144118	146	220
2480	14420	144	3
16384	236597	144	617
187	13229	143	112
3108	16852	142	2
2703	14929	142	1
16326	81007	142	300
16404	655537	137	696
16204	25130	137	168
16211	25156	135	167
16191	22419	134	158
16236	33231	130	131
3497	14478	129	6
256	12472	127	75
8558	14113	126	3
236	13452	126	57
15957	21778	125	145
16214	26117	123	123
966	16182	120	50
16510	100111	120	88
16514	94874	119	93
16261	39370	119	114
16342	118360	118	796
114	12183	118	24
16419	702184	116	348
2705	14789	116	0
16340	92702	114	540
357	7679	114	23
15823	22530	113	110
15875	22632	113	64
