position	coverage	clip_count	SA
16454	191955	88220	14829
16569	32627	32486	14020
16394	202097	10696	114858
16460	89948	9941	4829
16462	79589	7631	2915
16449	210963	7373	766
1	20696	7148	19161
16455	103257	5987	2700
16076	20895	5235	5420
16457	96602	5171	2550
16299	70403	4013	4657
16452	197158	3078	1498
16294	58027	2959	3351
16476	65158	2664	1254
16363	73496	2661	4817
16495	56190	2547	1592
16276	46141	2501	1836
16451	200345	2477	464
16425	240855	2280	585
16264	34484	2253	2559
57	19523	2190	191
16473	67741	2095	696
63	15353	2094	282
16480	61692	2062	832
3493	8972	1975	17
16291	53653	1970	2403
16260	30563	1960	1983
16467	70689	1877	1096
16298	64759	1848	2274
315	3893	1848	6
16521	47662	1667	1120
16266	37080	1628	1818
16478	62919	1607	928
16515	50638	1547	1171
309	5030	1503	380
16498	53829	1420	813
16283	49351	1390	1447
16463	71978	1380	778
16547	42313	1336	656
16297	61998	1329	1163
16366	76068	1321	1907
16490	57510	1225	778
16067	12332	1162	716
16552	40066	1146	568
16458	90996	1117	823
16295	59646	1079	1094
16518	49314	1054	794
16380	82509	1046	1725
16519	48416	1035	804
16313	75535	1017	1200
16508	51860	999	891
16453	193321	998	574
16545	43643	935	504
16487	58255	932	375
41	23323	904	94
16356	70956	900	1033
16484	59178	845	504
16396	210546	812	5889
16375	78638	811	1840
16304	72761	782	1127
16448	212874	780	349
16368	77756	776	1262
16447	214496	740	202
16461	80074	735	455
72	12271	723	118
16450	202200	712	290
16195	23158	700	635
16436	226508	684	141
16069	13204	678	724
16501	52284	674	417
16289	50856	674	762
16483	59686	671	261
16392	95791	665	7352
16564	35353	661	322
16471	68267	658	323
16540	45895	633	360
16559	37667	631	253
16340	74089	624	1023
16536	46153	614	348
16511	50963	613	485
16384	85641	606	2789
16393	98776	605	2808
62	16046	591	67
16516	49611	588	356
16433	229968	585	178
16184	22479	568	550
16426	232951	566	1805
8578	10242	557	6
145	9521	544	254
16224	23521	535	488
16529	46475	529	237
16486	58597	521	267
16243	26467	510	580
16568	33277	507	217
105	10425	504	253
16444	217107	503	142
16278	46968	498	442
16367	76690	496	698
16230	24287	483	510
16506	52050	483	348
16427	233355	478	331
16339	73650	476	909
16385	86827	472	922
16423	244526	467	152
16500	52601	458	302
16435	227497	452	146
16232	24802	452	448
16561	36402	448	233
42	22401	440	23
16311	74130	435	473
16459	90011	426	411
83	11301	426	77
16429	232974	417	194
16387	88315	417	1373
2488	11555	416	5
16245	26890	410	434
16493	56354	405	267
16528	46704	393	189
16475	65450	390	200
16070	13725	384	423
16469	68815	382	343
16400	219951	379	1280
16285	49857	377	403
16560	36924	374	177
16254	27828	374	340
16242	25885	372	383
59	16966	367	41
16342	73515	365	588
16510	51138	364	252
16565	34570	359	152
16346	73248	359	510
16114	21720	357	380
16379	80464	357	994
16353	70867	352	696
16525	46479	351	198
16456	96678	348	368
207	9308	342	275
16395	205292	341	1302
16327	75570	337	426
16482	59848	335	195
16567	33684	335	111
16331	74797	334	491
16542	44824	329	178
16470	68456	328	298
