position	coverage	clip_count	SA
16569	25804	25757	8030
16481	62162	6773	1955
16368	53855	5911	7823
16469	75516	4855	1745
16461	83656	4741	1143
16374	64239	4455	2167
16489	53855	4383	3155
16455	98155	4210	1519
16425	103921	3950	3573
16460	87471	3880	2085
16459	90902	3686	1417
16458	94026	3304	790
3493	13320	3194	58
1	10353	3106	8764
16472	69887	3099	1415
16381	84463	2757	1980
16475	66399	2635	728
16528	37142	2524	697
16313	26274	2178	2213
16516	39277	2172	4357
16328	30284	2048	6571
16450	103953	2010	1649
16358	40444	1986	3315
16493	49077	1939	645
16550	32297	1850	1283
16317	28830	1848	5263
16479	64004	1800	682
16386	91631	1631	1899
16363	42562	1585	931
16299	22723	1564	1467
16369	54348	1407	2297
16390	98189	1397	1446
16506	43324	1343	3258
16285	20435	1329	2510
16365	44658	1215	1622
16426	106190	1214	6021
8578	10206	1206	30
16514	40458	1193	2382
309	2985	1193	41
16371	56684	1182	747
16510	40850	1151	2400
16340	33868	1147	2398
61	8416	1119	76
16427	106859	1085	279
16373	58177	1079	935
16467	76708	1063	420
16466	77598	1058	413
16353	35799	931	781
16486	55824	919	523
16375	65349	907	668
16380	76240	886	8187
16549	33237	875	367
16502	44653	873	1326
16453	99897	814	732
16449	104933	793	387
16399	108044	773	1403
16224	11000	765	606
16564	28559	763	219
315	2431	757	2
16568	26601	739	156
16498	45810	720	773
16487	54968	715	306
16462	78851	650	346
16503	43815	643	586
16508	41844	633	1260
16523	36938	616	617
45	10742	605	20
16496	46276	598	802
43	11383	598	16
35	12463	596	16
248	738	594	363
16494	47376	594	253
16518	37571	590	879
16465	78099	584	298
16495	46844	579	328
16275	14275	570	383
16370	55265	559	1022
16337	32070	513	594
16395	104500	512	967
16509	41289	511	432
16565	27741	505	133
16393	102175	500	1247
16071	13332	495	722
16324	27891	489	11
16470	70632	489	308
16447	105530	473	217
16391	99552	466	445
16311	23913	465	493
16538	35069	433	329
16488	54275	430	242
16181	10821	422	671
16471	70230	418	206
16484	56261	418	230
16356	36819	411	964
16519	37224	410	610
16184	11189	393	352
16397	107411	387	956
16463	78485	386	143
59	8869	379	33
16104	12938	378	663
16534	34794	377	114
16482	55522	367	156
16402	108323	359	672
16473	66810	354	109
16454	98729	353	254
16480	62338	350	129
16292	21231	342	535
2488	15270	341	0
16490	49492	340	168
16263	11410	336	142
16566	27174	333	111
16396	106632	328	2568
58	9265	327	18
16507	42070	326	299
89	6465	325	76
16499	45175	325	409
6468	12714	320	170
72	6705	310	65
3263	18588	299	119
16547	33657	297	258
16433	106708	296	74
8558	8737	295	9
16561	29327	295	117
16244	11125	294	570
16268	11903	294	358
16505	43507	293	565
16540	34786	287	356
289	3372	278	5
16355	36174	275	948
16366	45014	272	256
16367	45329	268	609
16310	23434	265	270
16376	67748	262	3013
57	9585	262	29
16388	93399	259	554
16270	12423	257	332
16474	66428	256	123
16186	11371	249	283
190	6445	248	128
16383	85047	248	404
47	10116	244	14
16483	56416	243	141
16070	12653	243	335
16464	78193	243	295
16436	106418	242	68
10397	11475	237	0
16329	30679	236	674
16562	28971	233	88
16151	11632	232	90
16357	37024	231	732
16372	56840	230	334
16379	70062	230	1252
16359	40475	229	155
65	7220	229	152
15591	19588	229	245
168	7282	228	116
100	6744	226	127
16491	49204	226	198
16067	12027	224	342
16423	104643	224	234
16542	34367	222	81
16339	32419	222	840
16468	75688	222	127
16227	11081	219	342
16515	39381	218	398
16385	85707	214	461
16429	107237	212	115
6341	12650	211	74
16520	36928	207	513
10401	11427	206	1
16330	31099	206	709
105	6604	203	97
16435	106747	202	76
16072	13598	202	301
16529	34741	202	202
16343	34172	200	591
16111	12904	199	358
16501	44813	199	326
498	11186	198	97
16451	101071	196	1009
109	6354	196	41
16217	10273	187	354
86	6644	187	12
16362	40334	187	202
16286	20665	186	207
16456	93884	184	176
16553	30098	182	79
16338	32176	180	579
311	2103	175	15
16387	92763	175	1353
16504	43347	174	243
148	7347	174	101
527	10973	172	99
14384	15900	171	138
16567	26798	171	28
16457	93975	171	301
16428	107029	169	146
481	11432	168	103
16552	30308	168	33
8577	8821	168	8
16201	10906	165	99
13932	13515	165	143
16556	29791	164	114
14132	15901	164	146
538	10930	157	111
16300	22990	157	98
16332	31409	156	821
16392	100033	155	329
16378	68613	154	662
16476	63855	154	58
198	5993	153	50
16222	10234	151	212
16303	23118	150	188
2480	15017	150	1
16287	20820	148	79
147	7434	148	81
16143	11439	147	231
16314	26501	146	319
16068	12201	143	161
15537	18699	142	151
16347	34419	141	363
16179	10283	139	264
16279	18881	137	254
16478	63975	136	89
78	6606	135	24
3108	17346	135	0
16269	12060	134	54
16517	37538	134	303
3524	14208	132	6
2702	15812	129	1
16477	63875	128	97
16500	44875	126	114
16130	11850	125	174
16431	106714	125	663
16057	11934	124	248
3577	14019	124	39
16180	10362	123	209
191	6202	121	82
16294	21173	121	117
40	11556	121	14
16424	102766	120	294
3484	9519	120	1
16361	40359	119	70
213	5632	118	201
106	6434	118	51
16389	93591	118	657
187	6658	117	74
16206	10617	116	182
104	6642	116	65
114	6437	115	118
16069	12326	115	172
186	6767	115	92
3512	13667	114	0
966	17069	110	48
16106	13039	110	183
303	2925	109	34
16351	34595	109	277
16422	105409	108	155
16261	10928	105	132
2703	15690	103	3
16434	106904	103	67
16452	100433	101	382
16054	11808	100	113
16302	22987	99	85
13994	14886	97	99
56	9709	97	10
8574	8621	97	2
16403	108591	96	777
8482	11613	95	39
124	6626	95	91
300	3016	94	0
167	7360	94	58
16421	105622	93	129
3497	13285	91	5
16432	106734	91	79
70	6793	90	22
16105	13028	90	166
16544	33984	89	41
16364	42629	89	77
16290	20836	86	97
151	7326	86	13
16398	106848	86	395
16035	12285	86	103
139	7156	85	32
16134	11691	85	51
16075	13776	84	118
14114	15390	84	72
3489	9584	84	3
16159	11251	84	30
465	11616	83	53
3522	13984	82	1
16073	13714	82	56
16492	49076	81	80
15363	17326	81	66
16348	34426	81	323
14810	16023	81	69
16360	40335	80	94
172	7061	80	50
211	5737	80	95
13989	14579	79	67
16271	12644	79	104
739	15172	79	45
3260	18733	78	27
488	11184	78	25
228	5234	77	59
467	11510	77	57
16384	84967	76	165
16546	33782	75	26
13447	11372	75	78
16312	23966	75	79
82	6586	74	22
16346	34349	74	281
16420	106246	74	46
7730	12224	73	39
239	5009	73	17
16448	105050	73	85
8579	10334	73	3
463	11668	73	41
16146	11307	72	27
16430	106835	72	77
14809	15959	72	61
16354	35804	72	174
66	6462	72	14
2705	15571	72	1
16101	12698	71	26
16125	12114	71	104
69	6862	71	10
1146	15867	71	2
16382	84720	71	261
16412	109439	71	162
2701	15901	70	0
16437	106223	70	64
14585	17789	69	49
16298	20906	67	88
2704	15606	67	1
16485	55871	67	38
6551	13239	67	29
8568	8514	67	1
16525	36650	67	33
16140	11476	67	78
16334	31468	65	193
16344	34222	65	229
16058	11989	65	79
174	6956	65	90
6537	13373	63	28
16306	23106	63	99
13759	11684	63	56
62	7289	63	23
16248	11108	63	72
94	6325	63	15
16446	105448	63	74
16377	67600	63	129
16120	12577	62	105
16150	11405	62	118
16352	34663	62	148
49	9878	62	12
33	12539	61	10
39	11629	61	8
983	16957	61	40
16277	18660	61	62
3255	18678	60	36
16439	107913	60	90
16563	28687	60	13
44	10805	59	7
16394	102442	58	217
16417	107791	58	455
116	6415	58	15
16532	34661	58	28
510	11048	58	35
262	3922	58	0
13792	12511	58	57
15834	17886	57	18
16236	11019	57	29
68	6910	57	25
16444	105603	56	63
16309	23191	56	192
15857	17780	56	50
714	15343	56	32
16176	10313	55	27
88	6500	55	23
16400	108488	55	507
16535	34652	55	30
16341	33901	54	66
16108	12914	54	67
16408	108951	54	1775
16530	34609	54	14
14872	16216	53	54
16278	18718	53	27
15822	18105	53	66
14329	14519	53	36
16522	36918	52	52
16141	11458	52	65
14382	15728	52	44
16413	108708	52	213
3270	18176	52	32
175	6919	52	17
220	5411	51	13
193	6064	51	3
495	11218	51	29
3802	16892	50	30
16415	108378	50	313
3456	11085	50	31
16440	108335	50	593
15948	15475	49	86
16335	31476	49	85
2457	15600	49	0
189	6503	49	36
16442	108535	49	114
14370	15476	49	49
3492	9522	49	20
7128	14056	49	30
16138	11502	48	10
188	6553	48	74
16548	33321	48	24
16262	10974	48	63
16411	109655	47	263
16438	106163	47	79
14910	16508	47	22
15539	18877	47	47
13762	11856	47	46
16052	11647	46	69
16407	108683	46	244
16558	29517	46	15
2490	15311	45	4
41	11399	45	7
310	1846	45	77
153	7316	45	34
16322	28453	45	3
13992	14698	45	39
16511	39744	44	69
7821	12082	44	23
15405	17779	44	46
16524	36436	44	85
15550	19358	44	0
15895	17170	44	81
15435	18179	43	46
16416	107673	43	112
307	3013	43	0
14768	15868	43	41
16189	11119	43	34
13844	12484	42	42
259	4009	42	0
16512	39782	42	70
898	15893	42	9
258	4025	41	0
1126	15790	41	25
156	7355	41	6
15426	18324	41	37
16089	13263	41	72
16315	26503	41	30
6125	13887	41	23
16441	108444	41	88
356	4859	40	27
16249	11106	40	41
13831	12529	40	48
16414	108551	40	271
16331	31179	40	137
16401	108062	40	924
2476	14922	40	0
2073	18300	39	17
2487	14931	39	0
16551	30398	39	20
204	5824	39	27
31	12616	39	10
8572	8548	39	4
2818	18049	39	16
16336	31481	38	103
180	6815	38	38
16418	107736	38	297
8547	8804	38	4
16291	20861	38	33
16283	18803	38	25
16445	105428	37	81
8576	8647	37	9
14799	15889	37	35
15488	17716	37	6
10307	10271	37	0
16115	12770	37	39
117	6388	37	9
3261	18627	36	12
16297	20873	36	4
6453	12607	36	15
3459	10810	36	14
16321	28626	36	7
16405	108538	36	96
16443	107615	36	198
16144	11406	35	59
3820	17013	35	18
1090	16126	35	21
459	11723	35	15
2479	14775	35	1
14812	16119	35	33
9497	11647	35	19
3598	14414	34	9
2812	18064	34	19
52	9808	34	7
54	9755	34	9
16543	34080	34	10
3500	13336	34	2
5453	19459	34	23
16497	45759	34	67
6511	12973	34	19
6464	12661	34	20
8571	8529	34	4
14265	14958	34	33
34	12530	34	7
306	2986	34	1
15989	14156	34	71
16170	10559	33	57
137	7052	33	42
553	11067	33	23
16288	20789	33	39
13860	12755	33	33
129	6696	33	9
7792	12062	33	17
16231	11072	33	10
225	5321	33	19
16212	10503	32	23
16410	109562	32	256
7407	14271	32	20
502	11051	32	10
42	11350	32	8
5787	16219	32	11
16289	20798	32	25
178	6850	32	17
67	6936	31	19
15327	17271	31	15
700	14989	31	23
16406	108616	31	222
7289	14228	31	17
288	3388	31	7
757	14779	30	21
14388	16002	30	27
16281	18860	30	5
6850	13358	30	17
16557	29600	30	12
16301	22928	30	28
16228	11071	30	27
525	10982	30	1
15170	17901	30	25
16282	18871	29	22
8623	11890	29	11
16078	13613	29	31
5404	20009	29	0
6830	13596	29	20
16183	10753	29	54
3393	15292	28	11
16419	107472	28	60
1145	15809	28	2
15570	19456	28	29
8551	8685	28	1
15553	19397	28	23
15572	19466	28	27
8648	12082	28	7
5312	18293	28	0
13923	13203	28	18
1495	17541	28	17
208	5762	28	47
16342	33862	28	55
16318	28791	28	4
16333	31473	28	42
14989	16733	28	22
14243	15537	28	27
13781	12300	28	19
166	7384	27	31
16007	13425	27	23
13723	11087	27	28
15598	19580	27	26
275	3712	27	0
16521	36825	27	60
16195	10943	27	24
2336	20372	27	14
15062	17595	27	29
209	5743	27	25
14281	14909	27	26
14643	18664	27	20
3783	16922	27	5
14319	14705	27	18
7743	12004	27	15
1338	16525	26	15
16323	28065	26	0
14806	15804	26	23
16560	29391	26	8
6424	12178	26	14
571	11416	26	11
512	10966	26	13
16253	11086	26	60
15381	17381	26	26
13586	11538	26	27
7185	14934	26	14
16034	12232	26	35
16533	34728	26	16
16116	12768	26	36
16531	34644	26	15
247	4678	26	1131
15734	17855	26	35
1672	17922	26	17
6173	13416	26	11
573	11473	26	0
15730	17960	26	28
108	6358	26	19
36	11825	26	9
5891	15577	26	9
142	7288	25	30
16264	11435	25	28
15432	18123	25	25
3257	18745	25	14
7815	12078	25	10
404	8584	25	10
2574	16161	25	12
384	7043	25	7
16350	34463	25	73
14735	16260	25	28
15005	16829	25	24
16304	22946	25	49
184	6782	25	10
16526	36741	25	11
5901	15516	25	15
144	7348	24	21
79	6497	24	20
537	10944	24	7
15656	18965	24	27
14982	16455	24	23
15645	18999	24	22
16259	10848	24	11
16218	10222	24	17
16251	11138	24	36
16308	23130	24	52
16513	40016	24	42
6475	12477	24	14
15217	17626	24	26
5899	15536	24	9
16191	11037	24	30
9539	11805	24	3
145	7392	24	24
136	7028	24	28
8859	12730	24	6
131	6817	24	12
16100	12751	24	10
16192	11102	24	21
16178	10215	23	7
176	6875	23	19
7795	12026	23	17
15611	19520	23	20
13763	11869	23	18
15738	17908	23	20
16409	109023	23	110
15542	18970	23	19
3506	13395	23	0
15755	17810	23	8
13055	10438	23	14
507	11049	23	5
2333	20310	23	7
7869	11516	23	13
16032	12218	23	29
15985	14288	23	32
13757	11592	23	26
4184	19029	23	11
16316	26501	22	23
95	6429	22	180
15960	15116	22	23
14860	16102	22	17
522	10969	22	4
3519	13838	22	2
3283	17827	22	8
206	5780	22	7
6567	13051	22	11
16215	10156	22	11
12976	10211	22	17
16545	33841	22	8
16284	18748	22	9
16187	11348	22	29
471	11442	22	2
14380	15686	22	21
15640	18982	22	21
575	11461	22	5
2466	15376	22	0
8567	8468	22	0
16128	11884	22	34
505	11046	22	10
15263	16957	22	23
6851	13332	22	11
195	6019	22	21
16305	22956	22	70
2728	16183	22	1
8534	9216	21	0
13991	14630	21	25
16245	11095	21	67
2723	15944	21	0
16404	108477	21	112
14341	14545	21	16
16307	23115	21	8
959	16905	21	14
16229	11076	21	21
16267	11576	21	31
14155	16199	21	16
16182	10784	21	32
1147	15852	21	1
3258	18741	21	10
15592	19598	21	26
6569	13009	21	12
2107	18747	21	12
16167	10726	21	15
14878	16256	21	22
305	2949	21	1
202	5834	21	32
16541	34448	21	6
1242	15491	21	13
16536	34709	21	14
511	11008	21	6
2230	19881	20	19
497	11201	20	8
7752	11952	20	9
516	10974	20	7
3614	14875	20	11
15502	17802	20	13
544	10853	20	3
14628	18364	20	15
560	11276	20	6
14110	15294	20	19
16345	34254	20	58
2123	18705	20	11
15362	17217	20	11
576	11456	20	3
308	3026	20	1
302	2857	20	2
16129	11797	20	16
16293	21038	20	9
6420	12058	20	2
