position	coverage	clip_count	SA
16459	231029	66352	10325
16451	321426	64355	8269
16449	389615	61056	16663
8561	58562	42538	37217
16366	139622	34284	97803
16569	30135	30051	12693
8437	61351	23670	42803
16476	93085	22292	5478
16399	390872	20262	109838
16470	126044	18973	5471
16461	160481	17660	2528
16473	105684	11210	5336
16508	68096	9690	6750
16255	16560	7639	8892
16393	301382	7621	48760
1	17457	5951	15428
16528	49011	5913	2646
16387	201100	5199	9888
16313	49662	5102	5961
16381	175902	4979	26101
16463	141276	4535	1494
16541	42679	4194	1880
16425	431205	4059	1278
16465	134602	3959	1581
3493	14871	3839	24
16400	411538	3816	25860
16518	52426	3586	3387
16517	55847	3497	2416
16455	243412	3284	778
16460	164098	2964	755
16295	39395	2905	3490
16456	238517	2776	698
16478	72023	2742	1519
16380	155730	2318	4273
16383	183422	2215	3829
16467	130284	2212	680
16516	58008	2146	1840
16464	136638	1931	779
315	6853	1880	106
16330	57899	1839	3842
16364	64066	1781	2132
56	14447	1745	139
16551	36256	1709	628
16354	61401	1612	3650
16447	395386	1579	391
16498	70215	1560	700
16433	422537	1554	163
16462	142676	1447	557
16454	246373	1370	467
16285	32113	1286	1244
16450	325557	1133	606
16469	127400	1098	624
16265	19511	1061	945
16486	71294	1049	663
16474	94476	1044	431
16279	28543	1041	1040
53	15759	1015	80
16294	35635	1007	966
16373	144346	975	1976
16436	414548	952	173
16524	49629	937	749
16435	416912	936	184
16426	424450	928	3386
16312	42703	920	1378
16281	30066	919	664
16503	68842	909	596
16322	53577	908	1527
16475	93679	904	347
16444	399214	902	208
16190	6510	876	1110
16481	70075	869	426
16233	6528	859	978
16427	427341	847	598
36	19740	843	15
16317	52054	749	1001
16471	106995	748	239
16371	142370	747	2162
16458	232448	723	343
16540	43502	704	311
16423	440657	698	201
16457	235233	688	541
16554	33411	688	242
16434	419238	679	117
42	17268	648	49
16226	5325	647	495
41	17898	613	35
63	10713	610	67
16368	141312	606	1522
16497	70721	603	572
16342	58711	576	1424
16492	70905	576	332
16388	203822	574	2752
16512	58462	567	479
16480	70149	564	257
16446	396156	561	225
16448	392267	554	164
16468	128014	543	248
16452	256046	535	270
16358	61048	534	1009
16362	61308	531	1588
16440	405687	529	263
16403	423920	509	7870
16071	13413	486	644
16353	58602	468	968
16291	34099	465	338
64	10038	461	56
72	8838	446	84
16466	130630	442	334
16316	50980	440	530
16429	428254	438	284
16442	401881	438	268
16432	425315	429	167
16555	32638	429	224
16553	33921	425	129
16552	34435	423	164
711	10429	420	4
16428	429529	420	489
16376	147039	413	1146
16271	21126	410	342
16453	254207	400	371
16391	208061	395	1258
40	18342	395	25
16298	40528	393	563
2488	15268	392	1
60	11615	392	23
708	10347	390	28
16323	54042	384	647
16315	50273	384	738
8578	14495	377	0
16424	432675	370	241
104	7555	365	44
16345	59206	361	1092
16445	397582	353	143
16472	106057	343	103
16367	140220	342	716
8562	14804	334	427
112	6432	332	222
16499	68840	327	217
8557	60202	318	217
522	11329	315	31
16430	427427	312	569
516	11242	310	13
8556	60826	308	251
8558	59702	299	262
16439	407702	299	275
16437	411753	298	216
16431	426073	295	206
16549	37042	294	163
16325	54450	291	555
16398	313782	289	3271
16360	60848	288	972
57	12597	280	29
14765	18578	274	0
16441	403524	268	212
16401	414584	265	872
16482	69553	263	163
14770	18519	262	22
59	11974	258	32
16550	36642	258	147
16443	400415	250	189
171	2998	247	59
16329	54947	247	540
16402	416495	244	820
16369	140571	244	965
16259	17379	243	258
16112	11997	238	97
67	9310	229	42
16542	38364	225	115
181	2274	223	72
16389	204763	223	547
16412	434984	223	322
45	16537	222	20
16397	309126	219	1090
16374	144759	218	752
16341	57872	216	408
311	6545	216	24
16567	30616	216	87
16365	64291	210	440
16525	48798	205	139
16438	409598	201	130
16405	428062	195	438
16488	70632	193	148
224	3931	193	89
16407	433219	183	1396
105	7162	180	102
16392	209530	180	1202
16240	7181	178	137
8551	62636	176	96
16504	68134	176	213
16547	37411	175	101
16225	4566	171	157
16417	440554	169	438
16420	443860	166	132
8559	59296	166	148
16483	70609	166	107
16404	425992	165	796
16422	444128	162	233
16159	8437	162	358
35	20039	162	7
16370	140803	161	836
3484	10417	161	0
16395	306252	161	730
16421	443726	161	264
138	4903	159	82
61	11096	158	29
14384	20229	156	110
8436	19547	154	260
3108	18748	153	0
84	8046	153	53
16390	205528	152	509
3524	15796	152	2
16375	145308	151	894
8438	61996	149	266
16283	30340	147	168
16297	39854	146	138
16411	433099	145	1036
16413	435165	145	468
16408	436381	144	466
246	3769	144	67
62	10869	144	14
16357	60992	144	366
16289	33246	142	144
16286	32436	141	114
108	6686	141	76
2480	14969	137	0
538	11638	137	1
8440	63637	136	3238
16363	61520	135	441
16068	12813	135	162
3512	15301	135	0
2702	15568	133	0
8554	61592	133	88
16378	148368	132	379
16505	68019	132	117
16382	177034	130	603
16287	32730	130	122
8552	62248	127	34
16568	30334	126	36
16566	30829	125	52
16415	437286	125	516
16052	12800	125	79
16280	28822	122	142
383	8818	122	16
16136	10338	121	136
16310	41460	121	11
106	6943	121	71
2757	16197	120	1
16186	5670	120	2
15841	18337	119	130
16258	17018	117	110
2703	15432	117	0
141	4667	114	67
8531	68170	114	56
16565	31059	113	41
16487	70553	113	66
334	6492	113	3
16418	442112	112	446
168	3243	112	66
16495	70577	111	94
16356	61200	111	252
16386	186300	110	362
16416	439382	110	260
16119	11683	109	139
16385	185023	109	438
8555	61217	109	45
16372	142575	107	319
498	11588	107	30
16406	430342	107	792
8537	66788	106	41
16538	43518	105	74
16351	58121	105	244
16337	57758	105	199
16305	41381	105	85
16379	149269	105	451
3497	14840	104	3
8560	58952	103	76
2705	15328	102	1
16396	307029	102	528
16513	57906	102	107
309	6282	99	34
