position	coverage	clip_count	SA
16569	19713	19707	1605
16449	96844	16207	3922
16454	69753	9585	2067
16460	54057	6886	1351
16451	78195	6567	738
16474	35121	6260	2714
16380	77126	5436	28594
16472	40435	4244	1294
3493	19854	4172	6
16382	106911	3936	30713
16365	39006	3163	7081
16425	124864	3041	939
16478	28368	2958	559
16534	24344	2860	735
16369	46070	2850	5989
16461	47157	2475	492
16462	44631	2456	938
16456	59391	2106	176
16358	26720	2060	2801
16364	31716	2004	3614
16483	25139	1944	545
16450	80276	1747	884
8578	21295	1712	0
16357	24879	1709	3237
8561	20474	1604	859
315	3653	1494	0
16453	71269	1493	801
2488	24242	1436	2
16433	111868	1394	30
16457	57246	1384	319
16458	55788	1182	162
16426	118197	1146	3773
8437	27955	1143	887
309	4068	1068	14
16314	19146	1040	2718
16473	36170	1031	303
16427	117606	1006	137
16366	40403	965	714
1	2297	940	4485
56	3359	917	22
16351	20384	743	3091
16286	12844	743	602
16448	97986	738	294
16435	109562	680	36
16390	116886	625	5756
16368	42322	617	2411
16313	15703	612	224
16455	60044	598	157
16447	99108	577	178
16381	82712	562	6099
16459	54611	561	321
16375	48257	557	1570
2702	25442	513	1
2480	22682	412	0
16378	53718	407	5829
16306	14891	398	1108
16367	41177	397	224
16360	27464	381	557
2701	25818	365	1
16568	20080	363	16
16444	100796	363	87
8558	20494	357	8
16540	21563	339	49
16423	126106	339	176
3524	21541	331	1
3484	14745	325	0
2703	24986	322	0
10307	28128	318	0
16493	22894	299	177
16468	41560	298	74
471	12507	281	1
16393	123495	277	2230
16280	11800	277	98
16476	28769	272	70
3497	19961	268	1
16470	41088	267	74
16428	116844	260	96
16518	24957	257	818
16565	20750	256	21
3512	20729	251	1
3108	27107	251	0
16434	110057	250	28
16436	108744	245	18
16298	14000	245	557
8577	19348	244	0
311	3394	241	3
16362	27874	241	292
3489	14991	237	0
1146	24713	236	2
2707	24557	236	0
16429	116306	233	62
16467	41792	233	84
16528	24599	231	53
16363	28306	226	397
16430	115898	221	40
16353	20981	221	439
16479	25427	220	65
16424	123716	218	129
16567	20302	218	15
16492	23063	217	86
3263	29126	217	90
57	2460	214	5
16471	40931	212	63
16372	46816	208	282
16346	19385	207	466
303	4188	205	3
16522	24704	200	717
16495	24017	195	81
16446	99497	190	32
197	5660	190	28
2711	24328	188	1
2704	24727	185	0
16566	20488	178	21
16160	6934	174	287
16071	13448	170	383
16432	112248	170	36
16477	28510	169	53
16383	109332	169	776
16311	15038	169	143
16440	101948	164	43
16321	19384	161	343
16304	14263	159	41
8579	21558	158	1
16464	42090	158	25
16377	49499	156	1097
16290	13130	156	42
8574	18887	153	0
16421	128319	152	63
16506	23790	149	156
3522	21129	149	0
2715	24225	149	0
16291	13287	145	346
16521	24795	143	237
2457	24117	143	0
16505	23895	138	134
16465	41945	135	77
2487	22708	134	0
8568	18699	129	0
16293	13431	128	251
16431	115935	128	53
16469	41266	127	56
2490	24495	125	0
260	5231	125	58
16422	127466	124	60
2479	22231	124	0
16287	12978	122	81
16442	101378	119	34
16305	14384	119	450
3506	20287	119	0
16385	110475	117	759
1145	24495	117	13
16420	129017	116	16
2723	24238	116	0
16463	42196	116	33
6420	21526	112	0
16445	100203	112	23
11176	27437	111	0
16299	14122	108	58
1147	24762	108	0
16412	126452	106	94
10305	27579	100	0
2709	24377	100	0
16488	23108	99	22
8547	20678	96	0
16452	71460	96	35
10291	26229	95	0
2728	24445	94	0
2476	22454	94	1
164	5130	93	21
16417	128566	92	158
10297	26753	87	0
16295	13585	87	49
16443	101084	86	17
3492	14952	85	3
2705	24620	85	1
16106	10831	84	46
16296	13707	83	156
5740	28263	83	13
1143	24455	81	1
16439	101971	81	23
8557	20241	80	14
3503	20081	79	0
16395	123911	78	263
16359	26729	78	61
8576	19021	77	0
16387	112170	77	620
16391	118452	76	1316
16023	16405	76	110
16481	25224	75	33
3476	14852	75	0
16388	112610	74	578
3500	19964	74	0
2107	32131	74	25
8571	18734	74	1
1344	29201	73	25
16564	20827	72	14
903	25904	72	31
16392	119355	71	607
2725	24178	71	1
16411	126427	71	104
8582	21694	70	0
2717	24113	69	0
16379	54222	69	472
16374	47112	68	276
2718	24095	68	1
2700	25909	68	0
2484	22600	67	0
16373	46980	66	246
8551	20611	66	5
2485	22580	66	0
1133	24197	65	0
2710	24328	65	2
1139	24401	65	0
706	22084	64	19
16419	128612	63	30
8544	20635	63	0
1437	29618	63	0
16475	28831	63	20
16509	23592	63	38
16550	21130	62	15
16384	109833	62	562
16415	129580	62	134
8572	18781	62	0
16441	101629	62	7
2713	24160	60	0
4768	29541	60	0
16515	23550	60	98
2635	29024	60	50
2757	25583	60	0
302	4101	60	1
3478	14898	60	0
16352	20491	59	194
16437	108202	59	12
16386	111070	59	421
8546	20543	58	1
5753	28084	57	41
3516	20829	56	0
2755	25433	56	0
299	4298	55	151
2450	25080	55	1
1367	29562	54	33
2699	25993	53	0
16394	123239	53	338
16490	23017	53	30
498	12740	53	9
2123	31614	52	30
16075	13373	52	81
10295	26524	52	0
16416	128471	52	85
2712	24130	51	0
8567	18606	51	0
1135	24198	51	0
10308	28302	51	0
16400	124311	51	328
306	4150	50	1
16370	46338	50	157
16508	23622	50	46
16279	11503	50	25
16070	13337	49	70
5763	27715	49	27
16413	126034	48	103
16336	19168	48	36
10294	26433	48	0
2477	22407	48	1
15743	23790	47	207
2466	23515	47	0
16281	11823	46	72
16174	5957	46	174
2483	22610	46	0
5735	28202	46	0
16224	3897	46	202
16354	20990	46	83
16514	23563	45	76
16371	46431	45	128
3494	19864	45	0
16480	25221	45	14
304	4165	45	2
3519	20988	45	0
8555	20331	44	1
5209	27444	44	0
3502	20071	44	0
3521	20978	44	1
151	4598	43	26
16438	102391	43	13
16294	13477	43	66
2805	29255	42	0
307	4160	42	0
3510	20420	42	0
2733	24404	42	0
3666	25323	42	19
5730	28120	42	34
2708	24375	42	1
16355	21051	41	222
2721	24128	41	1
16348	19309	41	232
3918	28116	41	0
15997	18495	41	53
10301	27131	41	0
1121	24526	41	0
16532	24375	40	4
10310	28446	40	0
1251	27705	40	23
2697	26130	40	0
2747	25110	40	0
16466	41810	40	20
3696	26255	40	13
16170	6137	39	102
1134	24150	39	1
1131	24194	39	0
6242	25346	38	17
3024	28928	38	15
8556	20288	38	8
16389	112948	38	253
2775	26820	38	0
308	4158	37	1
3483	14456	37	0
2446	25621	37	0
2720	24052	37	0
16551	21066	37	48
5193	28089	37	0
2719	24045	37	0
2750	25175	37	0
16501	23973	37	36
1137	24392	36	0
16418	128801	36	134
305	4164	36	0
507	13002	36	1
2493	24670	36	0
2489	24310	36	0
16489	23023	36	22
3971	27288	36	28
10261	25381	35	0
2284	33360	35	10
2729	24465	35	1
6398	20950	35	0
8534	21204	35	1
16322	19405	35	186
16350	19292	35	37
16408	125529	35	67
1116	24696	35	0
3011	29263	35	0
10992	27542	35	0
16563	20868	35	10
10303	27301	35	1
1141	24455	35	1
16502	23939	35	48
14430	21617	35	2
16414	129817	35	112
15607	25764	35	33
3527	21580	35	0
1144	24441	34	0
16114	10222	34	38
6272	24874	34	13
16397	124398	34	174
8549	20596	34	3
10271	25521	33	0
5312	28030	33	0
8542	20744	33	0
1358	29260	33	36
10296	26562	32	0
3954	27076	32	6
1130	24240	32	1
2474	22675	32	1
8538	20911	32	2
16065	13513	32	128
10306	27688	32	0
2731	24465	31	2
10304	27416	31	0
16283	11855	31	51
14600	25692	31	0
16486	23178	31	18
16264	4262	31	29
16403	125460	31	359
1335	29268	31	35
8550	20617	31	0
2059	31232	30	13
11466	26885	30	1
14580	24931	30	27
10970	26974	30	0
3901	28780	30	6
3946	27306	30	27
8570	18690	30	1
1124	24531	29	0
16072	13479	29	49
16482	25156	29	13
749	22213	29	0
525	13329	29	1
14599	25709	29	0
2333	35059	29	6
575	15531	29	3
870	24799	29	16
10278	25681	29	0
16507	23626	29	55
3474	14982	29	0
1168	25519	28	0
8409	26312	28	2
13932	23309	28	14
1179	25372	28	0
3916	28184	28	14
5222	27033	28	0
3505	20131	28	0
3518	20913	28	0
1036	26750	27	16
16303	14130	27	30
15325	25272	27	0
300	4211	27	4
3288	28351	27	10
16510	23552	27	32
16270	4711	27	18
16318	19209	27	20
16277	11447	27	12
13803	23067	27	0
105	3244	26	12
6317	23642	26	0
16561	20911	26	23
1109	24983	26	0
14422	21635	26	1
2758	25552	26	1
10267	25340	26	0
3106	26848	26	16
16315	19177	26	26
3009	29181	26	0
9810	29581	25	20
14915	23838	25	0
13195	25665	25	0
16182	5440	25	9
2100	32117	25	10
12424	27504	25	0
511	13092	25	4
10289	26119	25	0
1150	24843	25	2
16285	11861	25	33
6356	22354	25	0
6403	21089	25	1
412	9810	25	10
16282	11833	25	18
6416	21349	25	0
10314	28917	24	0
10311	28543	24	0
8537	21005	24	3
7790	24572	24	0
16347	19282	24	45
8552	20584	24	5
2840	31929	24	15
16356	21050	24	55
13938	23413	24	0
16399	123708	24	123
14431	21575	24	2
16067	13383	24	31
16320	19247	24	24
12762	30357	24	5
747	22429	24	0
2744	24938	24	1
14429	21625	23	0
16332	19269	23	34
16319	19235	23	106
8553	20548	23	1
2692	26408	23	0
1175	25380	23	0
6414	21320	23	1
522	13269	23	2
13758	22307	23	0
1174	25451	23	1
16398	123562	23	134
3566	20767	23	1
301	4141	23	0
10284	25923	23	0
14159	25419	23	0
2716	24122	23	0
16361	27460	23	50
15351	25204	23	18
16275	6011	23	54
3166	28555	23	0
8516	22405	23	1
16261	3990	23	3
85	2715	22	0
8583	21810	22	0
15327	25173	22	0
59	2272	22	2
51	3339	22	0
8575	18921	22	1
14957	24050	22	0
2772	26653	22	1
8859	26446	22	0
16410	126020	22	145
16344	19144	22	24
2769	26366	22	0
6401	21020	22	0
16396	123946	22	178
8861	26468	22	0
16531	24387	22	5
7329	27403	22	24
1108	24956	22	1
10290	26044	22	0
16337	19156	21	12
8411	26219	21	0
2492	24547	21	0
3469	15418	21	0
16349	19305	21	39
6820	27437	21	1
10933	26454	21	2
16409	125713	21	58
16278	11451	21	2
8491	24087	21	1
2696	26167	21	1
1128	24341	21	0
1120	24471	21	0
3488	14706	21	0
2695	26180	21	0
7780	24526	21	3
10625	30700	21	0
1169	25503	20	1
3256	28957	20	12
1173	25493	20	0
8440	27997	20	120
15329	25239	20	0
573	15457	20	0
1083	25499	20	1
576	15594	20	0
6390	21100	20	0
8573	18726	20	1
8518	22247	20	7
14421	21618	20	0
1112	24921	20	0
4274	31753	20	2
563	14996	20	1
3520	20992	20	0
14437	21444	20	1
16485	23186	20	8
