position	coverage	clip_count	SA
16461	197707	63789	18361
16569	60474	60346	19749
16365	162966	37192	22246
16449	252898	28345	3808
16502	107486	24639	40924
16266	62083	23600	59183
16352	99972	15172	15989
16380	246448	15038	61430
16512	84112	12562	13904
16460	208555	11368	3407
16375	191234	11220	27019
16454	219590	9503	1763
16425	265204	8337	5859
1	23076	6908	21480
16485	122851	6684	2745
3493	28380	5937	121
59	17385	4806	370
33	27344	4386	30
16475	131224	4164	1078
16071	25774	4091	9714
16313	91918	3803	3679
16528	73284	3697	991
16479	125494	3158	1178
16478	128206	2882	1015
16426	273791	2827	10753
315	8289	2812	22
16433	280730	2797	173
16467	133513	2425	1043
16456	209809	2369	884
309	9498	2312	790
16447	255741	2298	778
16427	281062	2144	1074
16549	67580	2059	921
16495	112891	1826	1729
8578	27509	1768	17
16435	277160	1671	168
16450	224351	1650	381
16168	22695	1631	706
16451	222249	1588	885
16393	263647	1557	9937
16355	103703	1518	2187
16187	23413	1508	900
57	19613	1497	80
2488	32308	1482	5
16396	276663	1405	2792
16503	82879	1364	955
16353	101534	1344	2352
16208	25730	1342	2933
16369	164348	1335	1230
16497	110286	1293	662
61	12289	1261	154
16091	25703	1250	269
16305	87405	1242	3025
16481	122777	1092	406
16395	270316	1037	2671
16466	133862	1004	662
471	21007	979	19
16423	269465	979	999
16291	87278	972	1783
16329	86483	966	1204
16496	111209	950	807
16368	164873	922	971
16299	87556	908	1892
100	11222	892	269
16360	105241	890	1211
12023	36344	882	58
247	11546	855	1011
16358	104886	849	1576
524	19966	843	146
16470	130909	781	924
16511	84643	775	1840
16278	82615	768	978
16296	87227	750	747
16192	23875	729	296
16490	114942	712	507
16436	277833	672	196
16458	208321	672	545
16537	70921	657	293
16459	208451	646	579
16488	115930	644	324
16429	282009	637	369
16548	68300	630	275
16494	113398	620	600
16463	133830	619	281
514	19453	616	31
16474	131730	613	251
16139	21084	606	1069
16374	165165	602	1060
16428	282541	597	715
16362	105357	593	816
16565	62647	586	161
16492	113980	586	314
16424	263881	578	715
16388	250536	574	2800
16538	70436	568	256
16462	134174	567	248
105	10396	554	294
481	20118	548	349
16540	70138	535	282
16286	85425	521	826
16550	65402	520	229
16518	71880	508	894
16509	84919	507	319
16386	248535	505	1457
16483	123486	500	236
16468	131234	496	228
2702	32536	493	1
16501	107943	491	468
16455	210136	489	290
16568	61090	489	120
16201	24388	485	561
16457	208145	484	588
16309	87764	480	576
3577	29700	474	202
16340	84123	472	451
16434	277935	458	118
16400	280045	453	1092
16384	245545	451	1292
16372	164400	448	486
14132	34060	445	355
16363	106264	437	1104
16444	254927	430	174
16432	281104	423	157
2480	30750	421	4
8558	24478	418	4
16320	90017	416	613
16218	26131	412	699
16499	108419	411	418
15537	37494	400	456
16394	264899	399	817
16412	285944	398	362
16464	133584	398	227
14330	29851	398	306
16421	273451	394	409
3524	30585	393	9
16354	101952	391	2386
199	11803	389	131
8659	32365	386	4
5312	37169	386	2
16491	114268	384	230
130	10140	380	104
3108	35976	377	0
16303	86838	375	14
16285	84510	372	540
16431	281470	370	246
16480	122669	369	146
16567	61498	367	114
10307	32771	365	2
3263	38359	361	139
16430	281410	358	176
495	19680	356	238
311	7888	354	62
53	20824	353	44
16357	103559	345	501
14265	31020	342	288
16270	64507	340	476
16566	61921	335	193
3512	29535	335	12
553	20952	314	36
16391	252646	314	712
2701	32907	312	0
3484	20897	310	5
52	21133	307	34
16448	253281	305	146
16385	246095	305	1005
16530	69869	304	121
16405	282712	303	775
3497	28483	302	7
16422	272311	293	372
16383	247727	292	624
16420	275692	291	110
16397	277185	287	735
8577	25425	285	5
16219	26469	283	470
16469	131001	283	377
507	19238	282	3
16184	22672	278	341
16498	108724	277	333
16258	27885	274	362
114	10249	273	81
16415	290513	272	292
2703	32026	271	1
16147	21658	267	148
16411	285167	264	413
16446	254963	260	164
16516	71883	258	210
16007	25356	255	2312
16212	26107	250	105
16367	163725	249	299
303	9461	247	133
3489	21216	243	4
16542	69385	240	104
1146	31819	240	2
16337	84959	238	640
16236	26606	238	588
16336	84942	237	516
14114	33195	236	170
16417	284160	234	478
16306	86822	234	503
16366	163443	232	305
16413	284866	232	295
16403	281225	232	1014
16419	283757	230	217
2707	31695	226	0
16489	115150	225	103
16370	164139	223	201
15912	31954	220	474
16377	192848	219	1370
16334	85341	219	285
16315	91216	217	731
39	22258	217	18
15997	25038	217	52
16453	219537	214	252
13932	31408	211	181
16408	283566	210	257
58	17825	208	27
299	9639	207	49
16465	133652	206	293
16416	284785	206	193
16484	123082	205	165
16486	116148	205	142
16471	130656	205	100
14384	32565	202	126
467	21044	202	150
3522	30152	201	11
16072	26054	199	216
6341	30397	199	59
14553	36374	198	141
16473	131862	197	97
168	10873	197	95
16392	253451	196	1003
16399	278267	195	1013
16085	25879	193	344
142	10162	191	37
16472	131431	191	120
16482	121969	187	84
518	19853	184	127
16378	193958	183	698
16442	254698	182	183
16445	254670	181	119
16346	82778	179	411
16268	63060	179	261
966	33364	178	75
16318	90108	176	159
15987	25345	175	26
16402	280014	171	453
16390	251455	170	476
16418	284128	167	503
2704	31729	167	1
16239	26757	166	186
16294	86567	165	67
16269	63517	165	224
63	10912	165	21
2457	32308	164	0
16371	163998	164	154
16373	164416	164	294
8579	27717	164	0
16382	247357	164	594
16379	194734	164	425
2711	31616	162	1
16387	248479	162	352
16249	27530	161	45
16439	256477	158	195
16440	255084	158	102
16407	282878	157	346
16312	87389	156	368
16410	284302	156	384
2723	31692	155	1
16275	68643	155	156
15956	27909	155	341
8574	24873	154	1
2479	30259	153	1
6420	29044	153	0
2490	32553	152	1
3549	30174	150	0
16477	127831	150	104
16349	80621	149	442
16347	81329	148	302
2487	30665	147	0
538	19947	147	6
16327	86207	147	146
16452	220295	147	316
16314	91764	146	263
3802	34807	146	66
16389	251020	146	575
505	19332	145	83
16381	246721	145	323
16356	103465	144	424
16351	80554	144	390
2715	31560	144	1
16267	62572	143	251
16564	62881	143	44
16271	65188	143	317
16338	84524	143	463
16319	89884	142	270
16188	23333	142	69
16242	27477	141	263
16264	28476	141	125
16409	283944	140	249
15961	27626	139	257
16508	84934	139	132
522	19922	139	61
8568	24621	137	0
16066	20419	136	170
16302	87225	136	7
16350	80506	135	300
16240	27001	135	254
16310	87686	134	61
277	10752	134	71
104	10425	133	49
16526	73078	132	51
14563	37205	132	87
16361	105014	132	368
16107	23077	132	143
544	19967	131	4
16250	27658	131	138
340	8405	130	4
14212	33688	130	125
167	10914	130	85
16265	29010	130	132
163	10648	128	24
5324	36238	127	4
148	10165	127	78
200	11470	127	58
16561	63425	126	47
3750	35723	126	0
16332	85627	126	140
498	19394	126	51
16322	88112	126	31
16214	26188	125	119
16276	80764	124	227
14341	30244	123	124
184	11353	122	74
129	10234	121	34
16437	276575	121	154
16504	81647	120	87
16311	87375	120	31
16493	113452	119	128
16181	22277	119	183
16406	282855	119	256
16341	83528	118	386
67	10584	118	19
3506	28881	118	5
16364	106549	116	157
16527	73146	115	84
16441	254807	115	85
16544	68875	114	38
16476	127385	114	61
16500	108029	114	141
16321	88612	113	51
2476	30544	113	0
3255	38709	112	57
16414	291144	112	206
12723	37978	111	1
16443	254493	110	102
8551	24345	110	17
2728	31932	110	1
1905	40775	110	5
416	17476	109	16
16297	86910	109	35
16556	64189	107	17
16295	86511	106	32
10291	30819	105	0
16323	87363	105	23
381	14061	104	17
16257	27594	104	100
16078	26033	103	114
1877	41516	103	58
16247	27319	102	119
16359	104565	102	166
16376	191643	101	491
16279	82957	101	48
1145	31559	101	1
15405	36993	99	99
16290	85542	99	53
16328	85791	98	55
3476	21210	97	4
3500	28478	97	6
379	13897	96	15
16326	86589	96	94
16507	84794	95	134
16283	83556	94	84
15672	35591	94	86
16324	87018	94	46
304	9464	94	19
8547	24403	93	0
162	10684	93	43
2709	31624	92	0
3492	21173	92	9
1344	35874	92	38
1147	31816	92	2
219	11919	91	39
16514	71787	91	81
173	11261	91	68
16106	23151	90	73
10305	32213	90	0
898	30818	90	43
3165	37711	90	0
2755	32824	90	0
3829	35496	90	0
16401	280383	90	636
16308	86601	89	258
3478	21208	89	3
151	10211	88	48
305	9431	88	30
16524	72840	87	243
16559	63751	86	32
4095	36731	86	39
15539	37766	86	99
16261	28017	86	90
224	11856	85	50
13989	34084	85	65
14403	32848	85	95
1143	31467	85	1
1834	41609	85	71
8571	24717	84	1
3260	38502	84	46
106	9888	84	20
16287	85532	83	22
5753	34903	83	57
5740	35202	82	17
16274	67593	82	132
306	9480	81	17
16300	87650	81	5
16438	258154	80	124
16105	23190	80	77
16210	25816	80	144
16345	82853	79	1017
16404	281471	79	266
54	20235	79	15
10297	31295	79	0
16541	69529	79	41
14236	32592	79	52
560	21147	78	15
4254	38732	78	45
