position	coverage	clip_count	SA
16569	89205	89080	25176
16448	395999	50916	29866
16363	175887	35812	58296
16454	319773	27948	5824
16375	276072	27514	75689
16544	130791	25418	13853
16479	198407	19318	5933
16473	230442	17789	3855
16495	160153	15958	9896
16449	343642	14235	6531
16485	177036	13570	5553
16456	290014	13503	3347
16391	430275	13031	25812
16468	248073	12079	3832
1	41310	11581	49386
16366	195420	11466	13823
16463	262205	11144	2967
16425	422568	10609	7178
16478	207379	9293	3683
16269	59455	9118	4691
16393	479199	8342	41396
3493	34048	7793	97
16313	98873	7607	6238
56	42369	7413	365
16357	111010	6758	10124
16528	148750	6698	1977
16075	47138	6371	17074
59	32445	6016	416
16539	143462	5910	2856
16378	292127	5733	5884
16481	179986	5511	2214
16491	163297	5218	2118
16461	271877	5107	1394
16512	150839	5102	8638
16521	150852	4697	8658
16071	38360	4080	5149
16351	93845	4013	11175
16355	99381	3983	11230
16462	266385	3941	1629
16457	276997	3865	1704
105	19746	3847	2051
315	10138	3785	25
16380	307979	3728	11265
16502	147168	3441	4236
16540	137842	3384	1777
16387	340188	3214	7678
16518	153264	3135	6143
16472	233355	3097	1098
16426	399505	3012	41920
309	11602	2987	925
16476	209493	2718	1138
16470	235678	2684	830
16370	196553	2593	4509
16451	324236	2367	1216
16388	356158	2303	21819
8578	35249	2284	26
66	24379	2161	180
16372	199635	2123	1987
16427	413688	2086	7475
16292	84598	2077	4366
57	34835	2076	228
16293	85213	2031	922
16474	211265	2006	856
16346	91006	1982	9847
16489	164393	1883	810
16374	206203	1879	7051
16465	249952	1864	1114
16373	202569	1818	2110
16542	133799	1727	890
2488	38166	1679	10
16550	103262	1529	1459
80	21081	1509	255
16447	399031	1503	817
16556	99832	1496	376
16291	81770	1488	3006
16290	79789	1454	886
16566	92660	1431	384
16330	97360	1322	2128
16223	35124	1315	2988
16386	321214	1257	3553
16458	272769	1220	1192
16423	453491	1209	1620
16568	90506	1136	463
16561	96312	1103	318
16181	32788	1103	2243
16524	146057	1072	1944
38	47989	1064	54
16433	410415	1057	751
16444	400884	1056	945
16436	406787	1050	707
16246	40309	1029	2331
16398	485596	1016	4935
16312	89689	998	1352
16257	45408	980	1284
238	16277	978	1094
16455	291344	974	726
16142	38169	932	2011
16104	47498	929	1378
16283	77430	899	1783
16560	97387	894	932
247	15337	864	243
16305	87345	850	1290
16367	197063	838	1096
16400	490493	761	1921
116	16125	754	784
16522	146541	753	856
16365	178097	752	1311
16535	142689	751	698
16435	407541	741	527
225	17397	725	200
16440	403295	717	626
16562	95037	709	254
12479	43478	701	299
44	45213	690	30
40	46221	678	22
16482	175238	672	180
16371	197046	665	1152
16460	272228	654	839
37	49248	650	32
16553	100912	647	421
16565	93449	639	114
16429	417274	633	3992
16424	424734	632	996
16193	34084	629	309
16517	150420	628	811
16464	250472	617	489
16505	146358	616	968
16488	164742	611	369
15928	39138	607	109
16336	91728	606	1400
16547	104624	601	211
62	25952	596	80
16483	177069	593	927
16420	473232	587	2169
471	28591	583	28
16428	417372	575	17299
16543	131735	574	297
16469	236435	571	965
16567	91131	564	142
16477	207337	551	371
16412	497246	548	646
16368	197901	545	1574
16288	77863	544	212
16235	38834	543	760
2702	39320	530	1
16361	110059	522	353
16315	99020	504	1138
16422	464601	503	495
16471	233603	497	248
75	21736	489	142
311	9534	489	85
15859	42103	485	151
16421	467314	482	491
16450	326482	481	558
16467	248423	475	786
8558	31381	473	2
2480	36398	472	2
16442	402117	463	745
16466	248194	462	655
16434	408853	457	531
16395	483255	455	1941
3263	46412	450	183
3108	43260	438	7
16446	399156	437	390
16067	27205	436	572
16240	39043	430	594
3524	36992	425	7
16392	432883	419	1693
16261	46484	416	841
16417	493492	412	1170
3484	24388	410	5
16362	109843	406	526
16411	496263	406	641
12608	45162	399	161
16415	492719	395	802
16432	411439	394	661
16492	159244	379	332
10307	41293	368	0
16309	88705	368	791
12543	44694	367	10
16445	399634	365	546
16431	415975	365	1092
16514	146201	364	803
3497	34212	358	10
16490	163134	352	233
184	17650	345	105
16430	416055	344	778
3512	35554	344	11
16439	403092	341	704
16443	401051	341	595
16403	493712	340	2615
16352	93855	339	410
16184	33256	338	537
16564	93877	335	96
16120	41064	331	478
16413	494676	330	680
171	18075	329	369
16273	60789	329	477
12559	45531	328	310
55	42789	327	30
16397	482325	326	1384
16339	91093	325	881
16255	42149	321	422
16408	494404	320	436
1093	39022	320	154
16364	176649	315	849
15537	45144	314	314
127	15486	308	91
16437	404970	304	573
538	28902	303	176
8577	32588	300	10
16407	495306	299	915
16523	146063	299	599
16513	146069	297	623
2701	39642	295	1
16047	27698	294	95
2703	38796	293	1
303	11686	293	57
14384	42135	287	244
16220	33219	287	189
16224	35471	286	389
16069	27718	286	396
16493	159581	284	227
3489	24704	284	9
16453	320035	280	555
16494	159729	279	179
16475	209283	279	233
16416	493105	277	386
16394	479699	277	1437
5312	46213	275	4
1146	38719	267	11
13880	40576	267	281
16250	41209	265	282
16459	271981	264	815
201	18062	262	117
16111	41072	257	277
61	26195	255	41
16399	487275	254	2557
16537	142521	254	119
16414	493762	252	726
