out1	out2
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16537	36
16569	1
16568	1
16569	1
16569	1
16538	36
16538	36
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16538	37
16569	1
16540	37
16569	1
16569	1
16540	38
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16565	1
16535	34
16538	34
16535	34
16569	1
16565	1
16569	1
16536	34
16569	1
16537	34
16569	1
16535	34
16569	1
16568	1
16569	1
16569	1
16569	1
16539	34
16539	34
16539	34
16539	34
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
