position	coverage	clip_count	SA
13447	960006	550358	116555
16569	543413	534477	37949
8482	706798	373507	100563
1	411646	358054	19664
3571	718225	126660	0
153	953113	81065	0
296	755811	79965	0
13753	946247	69360	0
13760	784217	60370	0
299	670645	54227	0
3564	865009	52528	0
301	580882	43498	0
10934	206625	42793	0
3108	1205578	39457	0
309	511177	38973	6
16190	1159352	38600	2
300	612301	36423	0
438	1249112	27202	0
303	522445	26834	0
150	949045	26769	2
573	948164	24783	0
3563	916487	24184	0
311	516521	21742	2
302	537812	18720	0
537	1035866	18212	0
13752	989450	17270	0
498	918911	16968	0
13751	1035090	16654	0
13754	860626	16216	0
13749	1172543	16010	0
922	1484758	14902	0
15073	1475614	14203	0
855	1174555	13882	0
563	986211	13825	0
7782	1586525	13542	0
7842	1628728	13502	0
7640	1388128	12973	0
1439	1362376	12505	0
15055	1423766	12437	0
15754	1514393	12237	0
560	966012	11750	0
3216	1467721	11567	2
2521	1574602	11516	0
6109	1321322	11489	0
15608	1449321	11403	0
304	497714	11353	0
15905	1208357	11345	0
6523	1559086	11344	1
3565	793429	11295	0
15037	1479511	11163	0
576	973335	11089	0
15837	1148178	11082	0
1889	1443966	10992	1
15595	1414072	10975	0
7713	1312926	10968	0
7700	1392560	10847	0
13755	823429	10832	0
8012	1593644	10788	0
544	1004787	10672	0
7774	1460813	10611	0
15412	1627729	10487	4
13759	792218	10486	0
5203	1316506	10282	0
4599	1368746	10265	0
5088	628854	10259	0
15687	1391644	10115	0
3566	798577	10108	0
431	1260313	10098	0
3270	1740334	10034	2
3370	1437880	10012	0
15420	1648423	9898	0
5135	1314284	9803	0
7396	882373	9776	2
7808	1597413	9775	0
2231	1418654	9718	0
15481	1358591	9717	0
7944	1538911	9568	0
584	1062231	9564	0
4099	1562713	9474	0
3441	1423477	9473	0
15574	1576731	9448	0
6178	1569370	9364	0
502	898976	9337	0
3431	1240162	9302	0
582	1028103	9266	0
971	1305022	9224	0
473	1100823	9195	2
455	974972	9159	0
15075	1419186	9142	0
3303	1281803	9077	0
14521	1044282	8985	0
15468	1258729	8895	0
666	1266430	8860	2
19	890192	8846	0
13633	1509462	8835	0
5157	1573898	8793	0
835	1081682	8791	0
3567	713488	8788	0
13565	1579758	8713	0
13625	1613893	8685	2
6591	1738719	8681	0
14676	1287706	8678	0
14589	1149342	8651	1
766	1579243	8596	0
3285	1378818	8569	0
6972	1577277	8530	0
599	1177602	8528	1
13623	1535131	8494	0
88	1485744	8446	0
4836	1591865	8425	1
15535	1478263	8325	0
2627	1381602	8193	0
5591	1457100	8189	0
8270	1135723	8050	1
1192	1469539	8048	0
15058	1312429	7992	0
7904	1653833	7984	0
3582	734989	7975	1
5864	1346069	7961	0
2077	1273503	7843	0
1200	1353664	7831	0
15527	1360922	7766	0
1133	1629749	7745	0
2453	1448974	7708	0
15040	1240625	7663	0
4098	1477846	7654	2
7425	1093984	7648	0
3508	1653808	7638	0
7394	954592	7610	0
7122	1445858	7576	0
7632	1366515	7549	0
4566	1548380	7394	0
540	1074036	7390	0
8222	1407550	7364	0
4904	1294089	7353	0
3664	1443528	7340	2
2645	1329585	7283	0
2008	1362340	7097	0
4952	1442182	7091	0
1673	1534488	7050	0
14900	1433429	7023	0
3577	723126	7013	1
4692	1123073	7000	0
14906	1448236	6987	0
3510	1501106	6960	0
5805	1411216	6947	0
6111	1460244	6942	0
15897	1206485	6878	0
15476	1343970	6867	0
15050	1366128	6860	0
13631	1615353	6810	0
587	1018199	6777	0
13573	1479140	6745	0
7433	1272637	6728	0
4916	1304341	6719	0
13682	1214743	6680	1
2576	1534019	6673	0
1038	1232889	6658	0
5840	1389878	6646	0
14547	1083861	6602	0
4161	1673171	6600	1
726	1497490	6578	0
2451	1496452	6534	0
6907	1569466	6527	0
6597	1435808	6502	0
3400	1496198	6496	0
6784	1135559	6491	0
15067	1373163	6467	0
7103	1440980	6467	0
1252	1553100	6464	0
2043	1126514	6461	0
3203	1115014	6425	0
13563	1411995	6412	0
625	1238998	6405	0
15547	1544242	6394	0
16071	1257803	6382	0
14283	1266798	6374	0
5932	1303517	6366	0
7739	1330357	6347	0
3403	1420145	6339	10
16125	1241599	6337	0
7500	1283603	6334	0
1956	1296775	6302	0
13930	1442031	6292	0
4215	1109385	6289	0
6999	1220335	6287	0
8147	1395561	6222	0
4624	1663511	6219	0
3732	1415345	6203	0
4389	1560261	6196	2
15643	1122962	6188	1
8078	1504671	6169	0
1401	1386022	6162	0
3568	723718	6119	0
1961	1226659	6100	0
6717	1414048	6097	0
6465	1580352	6086	5
577	1013869	6061	0
793	1640476	6061	0
4530	1637302	6044	0
13664	1082766	6043	0
580	1007530	6042	0
14214	1191145	6014	0
1948	1330850	6012	1
15545	1492264	6002	0
7494	1395640	5970	0
13947	1569543	5970	1
7067	1373333	5963	0
2695	1592568	5955	0
14064	1542709	5953	0
1604	1390360	5945	0
15915	1147536	5931	0
315	534220	5922	0
14459	1040436	5921	0
13605	1509799	5907	0
14014	1221156	5851	0
15325	1559901	5849	0
16533	1296205	5844	0
7837	1482787	5838	0
2384	1444170	5825	0
6528	1747151	5825	0
2995	1403643	5808	0
2223	1508880	5785	0
15070	1372437	5771	0
981	1371423	5763	0
3004	1590985	5758	0
1141	1779242	5755	0
6533	1631148	5748	0
6980	1435732	5730	0
3199	1067916	5721	0
545	994229	5686	0
1672	1669774	5673	2
6912	1711718	5669	0
6059	1363367	5667	0
710	1391159	5667	0
15586	1595094	5646	0
7800	1657549	5636	4
14529	989630	5629	0
14615	1462359	5607	0
7721	1360015	5600	0
16234	1203184	5585	0
516	1132435	5565	0
1120	1555198	5564	0
2705	1541664	5513	0
15344	1428324	5489	0
7059	1405283	5484	0
16303	964741	5473	0
13892	1589220	5473	0
13747	1214825	5467	0
7326	1466814	5462	0
6294	1336462	5460	0
6128	1414722	5456	0
3589	815862	5442	0
15081	1438064	5441	0
6207	1478342	5416	0
13506	1626690	5408	0
16138	996387	5401	0
5654	1479002	5396	0
16185	1094984	5392	0
7675	1383225	5377	4
1606	1550267	5360	0
5658	1454189	5359	0
5872	1421683	5334	0
14904	1396186	5324	0
3481	1629248	5305	0
15653	1130626	5290	0
749	1561542	5272	0
7362	1226275	5268	0
5993	1502179	5267	0
13693	1438611	5255	0
74	1340975	5249	0
3277	1592205	5249	0
538	1017195	5241	0
15409	1490708	5236	0
14893	1346529	5234	2
13547	1442527	5218	0
1516	1173353	5213	0
15321	1644233	5197	0
15582	1579487	5195	0
2715	1472197	5190	0
7414	998701	5187	0
5590	1436812	5177	0
4824	1402216	5140	0
1975	1376180	5130	0
305	480285	5126	0
4563	1534143	5123	0
1576	1263072	5122	0
13999	1473749	5121	0
3334	1380357	5069	0
646	1380518	5066	0
3576	726064	5057	0
1402	1364642	5055	0
5895	1538648	5049	1
1989	1269900	5034	0
8007	1589490	5030	0
5446	1305236	5028	0
6882	1653630	4989	0
4499	1530626	4983	0
8118	1703404	4980	0
6145	1552911	4971	0
585	1006121	4951	0
4464	1320068	4934	0
481	982050	4931	0
13684	1368173	4927	0
4498	1491580	4910	0
7235	1203694	4908	0
1259	1636514	4903	0
1921	1426638	4880	0
15451	1382045	4879	0
6838	1623174	4865	0
14580	1310776	4848	0
6189	1369206	4838	0
9559	330560	4828	0
6713	1357404	4826	0
3430	1274419	4813	0
5020	1195257	4809	0
1508	1308781	4809	0
441	1145870	4795	0
5963	1431624	4792	0
7868	1619159	4790	0
1538	1035787	4776	0
8068	1501100	4761	0
4320	843593	4759	0
1721	1349452	4750	0
14344	1260265	4740	0
2954	1426353	4738	0
16465	1417256	4722	0
566	920939	4700	0
5330	1380180	4693	0
15569	1553699	4691	0
4306	844020	4687	0
15733	1514834	4682	0
3654	1454365	4679	0
15628	1447579	4665	0
14004	1316135	4644	0
6663	1125764	4636	0
15259	1501444	4630	0
3123	1406471	4627	0
3514	1531535	4625	0
13960	1454014	4617	0
8076	1441788	4615	0
3975	1439296	4604	2
4141	1334596	4597	0
15604	1500409	4596	0
16372	1209058	4593	0
4217	1056662	4592	2
607	1229198	4590	0
15957	1465515	4588	0
7157	1514101	4586	0
511	1020236	4576	0
14883	1437777	4565	0
1780	1436799	4555	0
5454	1292558	4544	2
14990	1585864	4537	0
8406	1050068	4530	0
15166	1481917	4529	0
863	1296827	4528	0
5396	1219903	4527	5
15515	1401835	4524	0
7107	1431091	4522	0
14402	1458309	4514	0
5893	1468604	4497	0
6274	1380147	4496	0
7354	1373455	4492	0
447	1054661	4486	0
14808	1253295	4484	0
10930	233959	4468	0
14834	1471576	4465	0
6395	1216422	4460	0
2794	1874195	4460	0
860	1309256	4460	0
8213	1374795	4459	0
2785	1673321	4459	0
2854	1415962	4456	0
13767	819280	4446	0
9544	309881	4414	0
16431	1384760	4411	0
6987	1230295	4404	0
681	1272342	4400	0
5593	1399694	4389	0
14648	1398306	4382	0
5924	1452216	4376	0
2886	1400343	4374	0
15540	1415527	4361	0
1713	1299949	4351	0
1503	1426556	4340	0
6498	1475568	4336	0
14277	1375801	4331	0
3722	1491763	4325	0
7397	867211	4304	0
4892	1455512	4304	0
2657	1404929	4299	0
5399	1082970	4295	0
1607	1540599	4286	0
15418	1652853	4279	0
15045	1215292	4279	0
2103	1345546	4258	0
4844	1595997	4253	0
7787	1447743	4252	0
15910	1131436	4252	0
15685	1298390	4242	0
3696	1505336	4239	18
8328	1019039	4231	0
2549	1418384	4215	0
14950	1720761	4207	0
3907	1408064	4201	3
194	794619	4200	0
2016	1328864	4192	0
3573	720007	4185	2
1103	1451425	4178	2
15098	1621957	4176	0
3837	1389396	4164	0
15136	1589074	4163	0
1611	1547716	4158	0
3062	1401722	4156	0
6567	1475710	4149	0
7652	1336056	4140	0
15815	1079668	4138	0
2290	937250	4137	0
1954	1348826	4134	0
2292	879817	4127	0
14644	1432583	4123	0
15364	1401095	4122	1
5159	1431824	4117	0
14404	1497832	4112	0
5260	1754312	4106	0
1151	1716796	4104	0
13996	1541622	4101	0
15290	1540010	4101	0
1050	1183636	4098	0
5937	1182695	4097	0
5012	1277025	4091	2
3025	1620315	4090	0
1447	1421786	4083	0
6779	1292284	4083	0
1654	1535083	4066	0
592	975649	4052	4
4609	1305273	4051	0
575	962799	4049	0
5961	1463563	4049	0
138	1128231	4048	0
15148	1418054	4043	0
3362	1423767	4042	0
15060	1257657	4037	0
6176	1622021	4027	0
6021	1618205	4027	0
7152	1613411	4022	0
7161	1280904	4016	0
15252	1514535	4014	0
15783	1351077	4010	0
695	1346255	4004	0
3131	1382963	4002	0
15695	1414523	3998	0
763	1572306	3997	0
14235	1311797	3985	0
6168	1531927	3981	0
6015	1602559	3980	0
15092	1454033	3979	0
5329	1298738	3970	0
15350	1313935	3969	2
15702	1397591	3969	0
5499	862113	3963	2
2894	1265074	3963	0
13746	1236591	3955	0
3085	1376270	3952	0
1786	1082554	3950	0
3073	1279284	3942	0
2825	1778644	3934	0
439	1246769	3927	0
6730	1354489	3924	0
1484	1353947	3923	0
14217	1177765	3918	0
14400	1454624	3910	0
16164	962158	3902	0
13585	1460358	3895	0
4770	1026887	3894	0
754	1590589	3890	0
3214	1351070	3890	1
1320	1396422	3889	0
7740	1352565	3888	0
7090	1390718	3887	0
15478	1375925	3871	0
14685	1056820	3864	0
4352	1347956	3854	0
1462	1356972	3852	0
2829	1782138	3852	0
4525	1618283	3844	0
15983	1215444	3839	0
15923	1272241	3838	0
1455	1414249	3831	0
14794	1267841	3828	0
2889	1415938	3819	0
5898	1622780	3818	0
15855	1331867	3812	0
7127	1355377	3809	0
1415	1247770	3809	0
635	1310353	3807	0
4420	1314603	3806	0
15741	1437823	3802	0
3202	1027546	3798	0
1332	1261953	3797	0
6725	1359234	3791	0
3559	1147757	3788	0
7266	1141399	3787	0
3155	1454694	3786	0
7441	1243130	3779	0
13884	1531199	3779	0
708	1337469	3771	2
8221	1449523	3769	0
3553	1189582	3763	1
4385	1513690	3762	2
8276	1040513	3760	0
14472	934992	3746	0
3473	1637034	3744	0
5216	1511700	3741	0
5869	1391374	3737	0
