position	coverage	clip_count	SA
16569	153821	153179	48168
1	114953	99465	53948
315	166334	41097	0
3589	272857	22794	0
10934	245097	18783	8
3604	289987	15923	0
302	179721	13466	0
13761	247633	12303	9
13760	259577	11640	4
10935	226493	11478	6
309	168317	8454	0
301	187483	8444	0
3598	275440	5395	0
10952	197875	5373	1
3610	262372	4732	0
299	194978	4576	0
3621	267338	4171	0
300	190866	4134	0
311	165314	3870	2
3630	282043	3771	0
3571	255018	3671	0
10940	232249	3139	5
13767	242745	2957	0
10936	224053	2870	1
13786	242273	2535	1
10961	229031	2500	1
576	292728	2493	0
13762	240984	2476	0
3577	288969	2286	7
3588	274802	2284	0
13798	266085	2258	0
573	290794	2082	0
13807	253617	1982	2
575	295353	1933	0
13759	262194	1930	0
303	167770	1757	0
3596	272237	1717	1
296	197128	1681	0
10955	220972	1603	0
3576	288664	1532	0
8068	300934	1469	0
584	300226	1436	0
13753	266435	1377	0
582	298732	1369	0
592	262699	1337	0
10988	270430	1327	1
585	278746	1318	0
13788	242729	1278	1
587	279730	1256	0
3582	274943	1255	1
3584	270305	1248	0
8141	292058	1192	0
13828	265220	1187	1
10958	225876	1156	0
10941	230345	1119	3
13817	256516	1102	0
310	162556	1089	12
10956	218277	1063	0
10946	217907	1036	1
10982	253797	1031	0
11008	278719	1028	0
10965	211368	1027	0
10973	250161	1013	1
607	284897	994	0
13763	237426	983	0
13792	264810	961	0
11039	217163	951	0
3606	258954	946	0
10937	220975	929	0
10969	220060	923	0
13780	242165	917	0
13846	254478	869	0
308	171405	866	1
13885	273724	840	1
13793	260811	799	0
13811	259228	798	0
13813	255410	795	0
15540	303125	786	0
5763	270925	781	29
304	166088	781	0
15545	316936	778	0
8118	330900	777	1
577	300857	774	0
13768	239308	769	0
8078	302329	739	0
13789	238597	732	0
3595	250239	728	0
604	280057	719	0
525	271907	718	0
305	167904	717	0
3637	283300	680	0
13447	289553	680	362
3565	265409	669	0
10947	211827	663	0
602	291521	662	0
511	287983	661	0
8121	331875	657	1
10983	254172	647	0
15480	280634	646	0
516	304921	641	0
3602	290718	630	1
600	283325	629	0
8077	270140	617	0
11024	248537	608	0
10976	242157	595	1
503	272821	593	0
13842	265452	592	0
15531	310495	579	0
10938	225457	567	1
563	300184	563	1
595	267277	559	0
10977	240887	558	0
13851	270946	552	0
609	265561	546	0
10990	262747	542	0
8117	302000	531	0
13781	238522	520	0
10962	204549	514	0
8075	294355	514	0
8143	295820	513	1
13751	270747	509	0
3613	249579	506	0
10960	225319	506	0
3590	248977	504	0
13778	244227	504	0
13847	247652	504	0
8147	297535	502	0
3632	278169	495	0
455	229068	494	0
11014	282551	494	0
11003	257829	489	0
11015	265406	485	0
10971	224895	484	0
3600	269221	481	0
8482	249532	479	306
13750	271457	476	0
14817	291728	472	0
13754	266680	470	0
10991	259136	466	0
3583	268332	463	0
13840	267087	462	0
3622	263929	445	0
13818	251415	445	1
3627	256413	444	0
13777	242973	443	0
2662	285445	437	0
10752	258411	432	0
1721	289863	432	0
10966	208122	427	0
13797	261539	425	1
635	271609	424	0
3634	282121	424	0
13191	312359	421	0
13836	230635	419	0
11045	215199	418	0
6590	362991	415	0
306	167782	414	2
3652	279060	414	0
13764	237534	414	0
522	294254	412	0
10943	230557	411	0
8220	286520	410	0
13855	272279	410	0
10942	231080	410	0
10932	254953	410	0
13755	262457	406	0
10605	287177	405	0
10959	225390	404	0
10964	203422	403	1
8071	291145	403	1
10951	197037	402	2
3620	270694	397	0
10948	201333	393	0
544	298806	390	0
7476	271035	389	0
13867	251322	388	0
13168	334705	387	0
13782	239721	386	1
10944	230513	382	0
13756	263003	382	0
3619	270615	380	0
2857	316822	378	0
1605	289957	376	0
590	262496	376	1
