position	coverage	clip_count	SA
16569	478556	472748	56719
1	305825	273013	56801
315	745194	199768	0
3604	1185566	55208	9
3589	1014731	49603	0
302	734280	46750	1
309	749616	37394	0
10934	958303	32014	0
10952	867625	25490	0
301	759162	23292	0
10935	922244	21575	0
13760	907978	16558	0
3598	1087354	14939	0
311	743810	14799	0
13761	886471	13207	0
10961	991464	10540	0
13786	1055235	9415	0
13391	933835	9151	0
13322	1211197	9055	0
10955	953826	8128	0
299	771679	8082	0
10958	983808	7984	0
13798	1134132	7882	2
300	762359	7625	0
10940	967244	7433	0
7640	964757	7308	0
15412	1216024	7223	5
15481	1040972	7009	0
3610	1058966	6946	0
15420	1224594	6915	0
465	809289	6617	4
13999	1190622	6491	0
10936	924797	6412	0
13930	1003403	6151	0
7904	1290842	6105	0
3571	1009702	6078	0
13623	1168707	6055	0
13134	1155486	5982	0
1192	1146293	5950	0
3107	802292	5677	0
88	1040637	5451	0
19	651376	5429	0
13069	1205900	5386	0
9454	1102240	5360	0
5157	1176127	5312	0
3577	1114735	5206	0
3621	1112750	5040	0
10965	886155	4968	0
11789	1079414	4934	0
5591	990403	4863	0
7782	1211785	4850	0
1439	975218	4844	2
4098	1087630	4821	0
7713	879471	4724	0
455	743827	4691	0
8147	1090352	4670	0
10252	749359	4630	0
10969	908139	4566	0
10946	935697	4521	0
9358	1037728	4517	0
6109	913880	4440	0
8078	1019450	4421	0
3588	1002466	4402	0
9788	1178855	4389	0
3403	1141883	4377	6
8222	1044608	4367	0
5088	364631	4366	0
13762	894948	4346	0
2645	1007372	4345	0
6178	1228451	4313	0
8865	1297669	4261	0
13807	1016249	4223	2
10956	947743	4220	0
9719	953730	4203	0
303	691874	4187	0
9605	1158329	4173	0
8007	1204523	4121	0
473	981327	4117	0
2576	1237797	4115	0
15067	947414	4109	0
8076	978080	4074	0
3334	996469	4057	0
9427	1093557	3976	0
10698	1284135	3974	0
13585	1092453	3938	0
9536	1021266	3886	0
13780	1027865	3871	0
4389	1213065	3868	0
12912	1183297	3868	0
10629	1031627	3864	0
16233	967503	3783	0
16303	787884	3678	0
8566	1134726	3655	0
16235	1001458	3637	0
7700	919012	3615	0
10988	1186974	3566	0
7808	1317246	3537	0
13767	924937	3536	0
9828	1018352	3525	0
10642	1212919	3514	0
9759	1065437	3512	0
8785	1106503	3490	0
8635	1013145	3460	1
5993	1223673	3426	0
3596	1076758	3424	0
10973	1022293	3404	0
575	1137949	3359	1
7631	912358	3339	1
5232	1294133	3274	0
15468	986107	3257	0
3479	1419803	3250	3
14004	1028952	3243	0
8846	1233102	3239	0
8915	1055881	3234	0
1252	1243585	3231	0
12616	762032	3225	0
5924	1144692	3220	49
12547	1149607	3181	0
4320	560566	3173	0
11732	1071594	3171	0
7739	930859	3167	0
11720	1088721	3156	0
13625	1232053	3149	6
296	769752	3108	0
10651	1223029	3091	0
14883	1097604	3074	0
3573	1114783	3059	2
10752	770261	3049	0
10634	1148181	3005	4
3576	1115115	2982	0
10683	1341534	2914	0
14676	861994	2900	0
14799	924391	2882	0
12405	1083338	2876	0
9515	1117437	2856	0
10947	912526	2851	0
13788	1063043	2845	1
11868	1130151	2839	1
12350	922595	2810	0
308	761509	2781	0
3584	1028853	2771	0
3123	972131	2744	0
481	900096	2742	0
4599	839010	2714	0
12474	888070	2706	12
15480	1064956	2683	0
4530	1080883	2682	0
6523	1240455	2659	6
16372	984582	2603	0
7046	1012071	2603	0
15136	1092138	2498	0
13420	836358	2479	0
10953	917517	2463	0
13759	909293	2447	0
16223	838116	2383	0
13184	1024164	2380	0
3782	822452	2369	0
10941	953877	2364	0
1713	983095	2342	0
16271	993472	2339	0
4528	1129915	2337	0
6111	1012086	2330	0
7021	1021872	2325	16
695	998878	2313	0
7721	912135	2312	0
7652	919216	2300	0
1782	972854	2295	0
4459	955385	2286	0
15746	1116921	2285	0
15259	1089635	2284	5
3568	1011336	2268	0
3637	1186834	2251	0
13790	1149032	2248	0
412	977635	2246	0
270	687770	2232	0
15815	734277	2216	0
10960	976827	2215	0
17	572026	2205	0
2705	1122362	2205	0
10937	921639	2202	0
2662	1078626	2194	0
3512	1354193	2191	0
10164	886377	2190	0
12858	1310247	2180	0
13361	988141	2164	0
3606	1044939	2151	0
11837	1269612	2147	0
12976	1364512	2144	0
4538	1089742	2138	0
13803	1040308	2133	0
1402	998081	2101	0
13351	1065595	2100	0
1956	952682	2098	0
10964	851131	2091	0
13792	1140913	2082	0
3565	1029054	2075	0
12833	1084669	2074	2
10982	990654	2065	0
13777	1007615	2061	0
11466	1105312	2041	0
5837	866556	2038	0
310	719384	2038	0
9459	1192986	2033	0
9340	1128227	2031	0
4469	1036122	2031	0
13945	1097059	2030	0
6838	1256041	2026	0
10957	957065	2026	0
15050	971515	2011	0
11383	733700	2006	0
16269	988662	2005	0
4893	1102419	1995	1
8505	865670	1982	0
9945	882716	1982	0
6145	1095557	1977	0
14529	708666	1972	0
11906	1134479	1971	0
304	688139	1970	0
7988	1216142	1970	0
1447	1035406	1969	0
2715	1049039	1962	0
10948	875726	1961	1
15290	1106468	1958	0
305	698152	1948	0
3582	1063353	1943	2
14014	950850	1936	0
1948	974962	1934	1
4824	1033559	1928	0
11381	686573	1926	0
1516	877155	1915	0
12403	1032892	1905	0
9271	1338848	1905	0
15321	1236521	1903	0
15754	1107051	1902	0
12789	1000950	1899	1
11801	972572	1899	0
6590	1349965	1899	0
4464	1008762	1898	0
9876	994153	1896	8
7799	1185140	1889	0
8737	835441	1888	0
6907	1087444	1883	0
10906	1032239	1877	0
8270	864466	1876	2
585	1039154	1874	0
15325	1162425	1866	5
577	1157414	1860	0
11452	1216673	1860	0
470	831633	1857	0
10986	1130912	1852	0
5379	906302	1841	0
609	886159	1840	0
6882	1283643	1837	2
4563	1023543	1832	0
8201	1109540	1830	0
10544	774091	1826	0
8161	1215424	1825	0
8220	1081346	1823	0
5310	1080827	1819	0
448	756673	1816	0
9350	977938	1808	0
15733	1116269	1807	0
602	1044185	1805	0
10943	979116	1801	0
754	1175286	1799	0
13763	883231	1791	0
12419	955086	1777	0
10966	869912	1771	0
9287	1454276	1767	0
5044	554381	1759	0
7919	1077644	1759	0
9504	1010072	1756	0
476	887707	1747	0
2017	899328	1746	0
3508	1408999	1742	0
9818	1074132	1741	0
15751	1104591	1731	0
16225	833139	1718	0
14852	1391385	1708	0
13781	1014878	1700	0
1605	1004239	1699	0
13280	983583	1695	0
13793	1124316	1689	0
13547	1033238	1678	0
533	1175147	1673	0
10971	923415	1673	0
11300	1058300	1670	1
14860	1403575	1668	0
2223	997109	1666	0
11655	1058801	1663	6
10954	957690	1662	0
10967	910592	1650	0
14217	790058	1650	0
15957	862484	1645	0
9749	1026475	1644	0
9538	1075497	1643	0
1050	794880	1641	0
7103	1067889	1631	0
5454	994156	1629	0
11586	850590	1627	0
11055	692564	1626	0
15606	1086664	1620	0
9025	1222934	1620	0
6292	1322164	1619	1
2794	1183282	1615	0
13779	985513	1612	0
15748	1128098	1605	0
9218	979400	1603	0
10271	767106	1601	0
3553	1224963	1592	0
3583	1023566	1591	1
275	760062	1587	0
524	1204940	1584	0
8590	1073837	1581	0
2292	557835	1577	0
3083	935617	1574	0
11718	1043009	1574	0
13773	937078	1573	0
9419	1289190	1569	0
3216	884665	1568	0
4533	1126236	1566	0
3880	1119907	1565	0
15142	1092305	1564	0
14910	1136837	1562	0
14451	849986	1559	1
5803	821427	1557	0
584	1144417	1556	0
14867	1216913	1549	2
12598	901354	1546	0
14254	1095137	1546	0
13778	1013361	1546	0
3591	1008453	1542	0
10962	862314	1537	0
15888	678019	1528	0
15430	1084628	1528	0
2707	1146743	1527	0
12386	951877	1525	0
3951	1083536	1525	0
11298	1056811	1523	0
13437	957356	1519	0
5608	1065305	1519	0
7034	974554	1508	0
11877	1205101	1502	0
13884	969865	1499	0
2854	989805	1496	0
8141	1080182	1493	0
3285	919023	1493	0
11207	1151175	1490	0
11462	1151605	1487	0
8907	1064735	1483	0
751	1122108	1483	0
15685	926616	1482	0
10959	977729	1482	1
3595	982395	1477	0
15596	1160467	1476	0
12608	787939	1475	4
4415	970514	1474	0
10951	864124	1474	0
1462	1012682	1465	1
4812	912532	1461	0
14382	1177623	1457	0
3882	1078270	1456	0
576	1127077	1455	1
6528	1404423	1453	0
10972	918505	1451	0
11953	875677	1439	0
15741	1034231	1438	0
6249	1307652	1436	0
2657	1016201	1435	0
2829	1248059	1433	0
8009	1192316	1426	0
11057	645917	1425	0
2218	987866	1422	0
15361	1117190	1422	0
10983	1052991	1410	1
9810	1104765	1410	0
4770	652634	1408	0
9697	938584	1404	0
6059	1040305	1402	0
3660	1143831	1393	0
4883	1119451	1393	0
8118	1317441	1385	0
9717	900749	1380	0
6717	898340	1378	0
