position	coverage	clip_count	SA
13157	6700	4414	64
15477	5040	3184	64
16569	3106	3054	56
1	2079	1768	56
10934	6464	1314	0
301	5508	1081	0
3571	4413	618	0
296	6592	468	0
16361	6103	369	0
299	6101	353	0
300	5766	334	0
302	4491	307	0
3108	8144	284	0
3564	5646	273	0
12912	9263	173	0
12853	12391	170	0
12384	8605	170	0
311	4407	157	0
537	6765	155	0
573	5890	146	0
10930	7273	134	0
3563	5998	122	0
315	4269	118	0
2576	10358	115	0
303	4237	114	0
12396	9307	114	0
2635	8279	114	0
4108	8908	112	0
13753	1547	110	0
438	6598	108	0
13760	1337	107	0
544	6495	102	0
9559	11688	98	0
9281	12987	97	0
9340	8796	96	0
2333	8764	95	0
7396	5171	95	0
560	6308	92	0
498	5894	88	0
9405	10150	87	0
3565	5205	86	0
9544	9694	83	0
9515	10733	81	0
9456	11522	81	0
4215	5945	80	0
563	6289	78	0
576	5889	76	0
455	5416	76	0
13029	11191	72	0
582	6295	71	0
3566	5146	68	0
12390	8969	68	0
16359	6221	67	0
9788	13751	66	0
9566	11178	66	0
10605	7806	65	0
584	6402	64	0
2707	11059	64	0
575	5865	63	0
5591	8906	63	0
8734	6278	62	0
9818	12533	61	0
12352	9997	60	0
5532	4939	60	0
11837	11985	59	0
9759	11061	59	0
9562	11558	59	0
9729	7842	57	0
11217	9728	57	0
3559	8262	57	0
11720	10620	56	0
11153	11751	55	0
11896	8681	54	0
9529	7876	53	0
309	4199	53	0
11212	9663	53	0
431	6804	53	0
545	6381	52	0
3582	5254	52	0
502	5720	52	0
4916	8105	52	0
10933	6552	51	0
7485	10219	51	0
12391	9188	49	0
10242	8267	48	0
9597	10091	48	0
3567	4441	48	0
9560	11614	48	0
11777	10544	47	0
12425	8029	46	0
587	6133	46	0
592	5778	46	0
6199	11024	46	0
11730	9611	46	0
13038	9645	46	0
2766	7198	46	0
9454	11061	45	0
7912	11373	45	0
465	5743	45	0
5997	11861	45	0
11789	9908	45	0
6258	10260	45	0
11393	6585	44	0
11740	9725	44	0
12353	10035	44	0
473	6594	43	0
15540	9090	42	0
7808	11748	42	0
15545	10100	42	0
8305	6439	42	0
3664	9704	42	0
9537	8232	41	0
11718	10156	41	0
11786	10524	41	0
11452	10769	40	0
1155	11635	40	0
11681	13547	40	0
3500	11898	40	0
7749	9186	40	0
5655	9854	40	0
5714	8775	40	0
1922	9646	39	0
13072	9176	39	0
6375	8970	39	0
