position	coverage	clip_count	SA
16487	448205	185483	62373
16458	825871	146779	54579
16569	88777	88418	57786
16270	167274	69117	137482
16466	578131	61626	18047
16459	681445	54101	11502
16469	512194	52239	17143
16397	654169	52110	225018
16454	881897	47174	6988
16492	246308	36724	15334
16465	611713	34531	12456
16528	147860	27694	8503
16505	172696	26096	24031
16361	253597	24454	28922
16298	302180	22738	58012
16456	824579	21535	8348
16313	355807	18918	28856
16365	285042	17739	30188
1	75795	17445	56913
16499	192901	17090	13137
16494	211211	17074	11044
16287	249055	17006	35542
16382	421753	16189	92866
16379	351010	15606	88863
16455	837303	13961	3823
16306	336647	12052	33826
16491	256459	11056	5364
16271	183012	9391	18878
16303	318480	9228	23301
16460	630672	9193	6396
16531	120857	8776	6548
16425	753146	8613	9172
57	53794	7987	585
16276	210836	7858	17978
16372	295903	7604	12378
30	89581	7414	37
16366	297428	6959	10209
16488	263332	6907	2188
16391	492247	6521	22411
16543	114974	5853	3548
16481	459907	5764	2703
16463	618364	5648	2324
60	41860	5538	370
16186	51698	5465	6680
16449	890134	5363	2171
16483	457418	5300	2955
16504	177012	4946	4492
16508	148532	4941	4408
16512	145112	4747	3595
16518	144664	4730	4789
16138	35364	4338	5601
309	9335	4313	1643
16426	881026	3930	20080
16356	223151	3843	11004
16333	298992	3782	12011
16398	664963	3775	7620
16384	443081	3707	9057
16564	96052	3705	1836
16358	224260	3569	9365
16546	108078	3496	1640
16383	432853	3428	12604
16482	455045	3368	1444
16451	882723	3301	2275
315	5417	3192	8
16495	194806	3140	1720
33	79696	3108	73
105	26085	2951	1558
53	59028	2928	129
16427	890061	2884	2633
16390	467520	2866	6635
16363	256611	2845	4501
51	62533	2828	106
16468	515035	2664	1399
16275	192300	2614	4252
16362	254389	2600	5004
16448	892568	2559	1655
59	44626	2483	398
16462	620642	2401	1625
16069	20010	2375	1826
16436	882888	2335	804
16550	103265	2324	1781
69	33388	2304	280
34	76397	2175	64
16071	24237	2100	2419
16164	39754	2099	1429
128	20203	2098	819
16423	748098	2005	1324
16457	809411	1971	2928
16353	225130	1946	6816
16486	449455	1939	649
3493	8206	1932	84
16433	885957	1912	668
16401	688530	1905	4993
16294	254697	1894	2893
16380	355323	1872	4539
16114	30807	1839	1089
16461	622230	1789	1266
16300	305167	1787	2146
16484	452766	1776	665
16279	216106	1773	4304
46	65710	1735	129
16476	458812	1714	598
16435	882714	1711	794
16467	517422	1668	1708
16312	328071	1663	5436
306	11520	1626	1192
16295	257287	1606	2550
16478	459270	1523	871
16106	28225	1521	1554
16385	450536	1508	6243
16447	893639	1479	802
211	15339	1337	834
16474	457785	1271	777
16485	450200	1265	473
39	70242	1209	83
99	29216	1166	316
