position	coverage	clip_count	SA
16569	51434	51290	20750
16479	147992	24809	4788
16487	118274	20301	5681
16528	80934	12547	3798
16460	201090	11964	5978
1	33285	10563	34157
16313	79183	9758	11896
16454	208577	8765	5854
16462	187477	8206	2476
16371	109128	7311	11006
16364	94916	6258	9372
16494	93856	5478	2257
16449	216920	5329	2129
16476	153435	5278	1774
315	8471	4983	10
16470	168957	4832	1535
16375	121498	4511	3075
3493	17990	4391	40
16400	192347	4332	27286
16397	178824	4298	20060
16489	97393	3939	1260
16390	158145	3862	7154
16365	100681	3812	3240
16474	158202	3705	1700
16472	161949	3694	1032
16295	59748	3658	3011
16425	193234	3579	3361
16466	176008	3508	1369
16483	122768	3479	1071
16071	24353	3367	4318
16480	123502	3255	1281
105	18633	3226	1678
16505	83589	3168	4033
16501	86575	3072	4418
16373	115005	2981	2791
16482	120957	2895	1205
16242	30262	2891	5880
16457	200155	2770	1742
59	28389	2762	200
16498	89250	2425	1755
16363	83623	2228	3021
16520	79991	2177	2630
309	10038	2113	929
16540	68713	2080	1797
16337	85005	1942	3936
16448	219283	1902	535
145	14389	1835	1089
16237	26626	1811	3571
16471	163799	1783	649
16469	170948	1764	704
16285	51790	1756	2820
16366	102882	1728	1522
16461	189274	1724	906
58	30309	1712	131
16567	53540	1588	779
57	32058	1551	100
16305	66205	1541	2566
16298	62960	1526	3096
16453	209139	1521	998
16512	80977	1498	1105
16380	132804	1483	4027
16372	110767	1447	2077
16475	154678	1447	389
16355	82887	1393	939
56	33492	1349	102
16268	36822	1308	1367
61	25177	1266	72
16320	83107	1236	2893
16551	61294	1212	1282
16299	64580	1191	1014
16426	213440	1188	11994
16564	55706	1162	1038
16280	49642	1130	1905
16368	103913	1099	1391
16264	34721	1050	1166
16315	80686	1037	2827
16478	148711	1030	375
16514	79957	1026	1529
16249	32026	998	817
16536	69267	995	521
53	34994	992	55
16545	64349	983	371
16467	172718	954	690
16286	52892	933	1605
16499	87271	928	1096
16531	69179	927	430
16427	215526	911	820
16552	59925	894	538
16465	176881	877	593
16290	54286	872	875
71	22603	845	93
104	19343	804	336
16458	200813	800	1013
16518	80329	795	994
16549	62645	790	507
16456	199727	784	809
52	35755	779	35
16488	98052	774	340
16384	138670	769	4917
16069	19346	755	922
16543	65956	748	268
98	20535	741	521
63	23744	734	87
16349	81950	715	1150
16455	200121	703	655
16378	126715	696	3247
194	12144	681	393
16401	193653	667	4020
16396	167911	663	1318
16296	60960	656	662
16502	83729	647	507
16554	58773	647	202
16326	83373	639	1525
16358	82193	638	695
16524	78708	635	888
16271	38227	622	632
471	17262	618	7
16395	165196	616	4437
16509	81154	611	885
8578	15556	600	8
168	13067	593	390
16516	80173	584	714
2488	18807	558	1
41	37250	537	47
97	21004	530	130
16273	39369	527	926
16486	118730	523	154
16169	22167	521	245
16078	25819	513	738
16492	93894	507	304
16235	24577	495	394
16386	141360	490	1105
16346	82958	487	782
16184	22889	483	537
16544	65009	478	259
16563	56286	473	179
106	15458	471	289
16359	82019	471	399
311	8366	471	51
16398	177795	462	856
16353	82120	459	1332
16333	83286	458	1045
16459	200635	456	747
16274	41204	456	485
114	15079	444	182
16463	177648	443	311
16468	171505	442	281
37	39321	438	33
16374	115390	438	571
166	13572	429	226
16515	79280	423	704
16389	145637	422	2353
16436	220229	421	184
16433	217043	421	150
16423	195936	415	341
262	12377	415	246
16451	209555	414	597
16314	79320	412	1141
16393	159799	407	1305
3263	23154	405	183
16484	119475	404	205
16229	23660	397	671
16526	80078	393	137
16403	194769	386	4266
16388	143568	383	813
16067	18288	375	428
16278	48165	363	469
16360	81686	359	353
43	36824	355	72
16517	80064	345	480
115	14691	343	132
16188	23607	342	227
16383	134917	341	464
16070	19857	334	389
16072	24906	333	469
16447	219917	329	199
