position	coverage	clip_count	SA
16569	54955	54877	9993
1243	63735	49959	28383
15337	67160	38690	41277
16449	155354	17872	12820
16357	93928	13715	27605
315	20505	11125	20
16465	118893	9626	2460
16481	95015	8974	2961
1	16995	8621	16974
16471	105852	7218	1743
16494	82030	6910	3173
16459	128616	4758	1532
16528	67214	4293	1276
16313	57703	4221	4235
16305	52809	3980	6270
309	22342	3777	537
16460	124369	3244	1680
16353	63083	3165	8742
16458	131377	3111	1771
16454	135903	2692	923
16518	68070	2615	3684
1239	68010	2560	1481
16368	110268	2512	2873
16297	46975	2432	1443
16508	71356	2327	2284
3493	9814	2201	35
16470	107805	2083	719
16366	103963	2074	4406
16425	131404	2014	1485
16478	96917	2001	963
16456	132855	1904	991
15332	15686	1814	1685
16358	95724	1576	1213
16380	118696	1527	1812
16476	98064	1515	727
16484	87053	1511	687
16363	98675	1405	2733
16500	74327	1399	633
16461	121256	1334	691
16502	72975	1330	1691
16389	131305	1296	11054
16320	58792	1292	1549
16564	57936	1256	400
16264	27704	1158	1382
16485	85437	1106	507
16545	62796	1105	469
16390	137199	1076	8121
16270	30651	1053	1480
16511	69096	1047	1497
16489	83926	1046	419
16512	68156	1032	1525
16551	60813	1026	365
16332	59984	982	2154
16464	119920	965	399
16503	71773	890	739
57	19893	872	60
311	19818	863	20
16467	109221	858	595
303	22925	845	33
16293	45211	834	20
16364	99805	805	1197
16361	96245	784	1151
16492	82666	768	428
16267	28971	746	381
59	18818	727	64
16324	59426	717	1359
16391	139978	699	2609
16372	108741	638	850
16261	25813	632	319
16426	153034	629	5533
16349	58209	610	739
61	17951	599	53
16482	86156	598	275
16365	100623	566	537
16218	26608	564	965
16383	121219	561	1140
16462	120019	557	352
16450	137394	545	1102
16355	64138	537	690
16393	141974	534	1510
16451	136617	529	417
16184	28433	528	851
16448	155911	513	278
16379	114651	510	4652
16499	74720	510	440
16178	28651	507	215
16427	155180	496	420
16275	33758	482	469
16567	55896	482	70
16354	63487	469	925
84	17687	466	85
16453	136437	465	312
8578	8872	442	6
16269	29291	440	214
16375	109680	440	505
16399	137545	428	611
16367	106366	419	799
2488	12076	413	5
16205	27278	406	689
16538	63732	394	337
16455	133266	389	292
16388	124273	352	455
16469	108198	348	251
109	19285	346	91
16169	29751	344	213
16568	55374	341	45
16127	37269	340	501
103	19194	337	85
16071	48526	334	446
16374	109164	321	483
16561	58669	317	110
16282	45803	311	419
16566	56268	307	59
16444	156900	303	169
1242	64334	302	119
16495	75240	302	187
43	20416	302	12
16457	131370	300	505
3263	13432	294	123
16356	64548	288	472
16423	133060	288	166
16402	138073	286	270
16447	156283	284	177
16486	84406	284	164
16463	120136	278	170
16483	87322	277	149
16360	95382	276	450
16474	98272	274	118
16550	61159	273	194
16226	26733	272	392
16533	63060	271	218
