position	coverage	clip_count	SA
16569	56036	55887	17277
16448	251526	39306	18827
16469	141442	19721	4488
16345	78084	18320	30757
16457	196396	13859	3442
1	28105	11468	27774
16459	179354	11154	2783
16518	91197	8660	7945
16461	164300	8548	2685
16454	204670	6577	2694
16526	84562	6522	3227
16361	89293	5461	8595
16485	112963	4893	2485
16463	150974	4851	1313
16368	107638	4709	11240
16462	155639	4600	2013
16392	206856	4528	26849
16460	168610	4452	2253
16287	11943	4402	3436
16388	167010	4060	15127
16516	95453	4005	3321
16425	234131	3928	2849
3493	15751	3835	129
16458	182728	3792	1880
58	25093	3619	53
16313	36265	3382	4538
16479	114731	3317	990
16565	61331	3281	1136
16071	34952	3153	3171
57	28514	3095	257
5899	8947	3042	10
16297	23897	2986	3786
16391	187614	2978	6029
16535	76508	2903	1204
16390	175042	2830	5224
5895	8975	2772	15
16470	121673	2694	1349
16381	140585	2687	3724
16393	215771	2610	5893
16295	19222	2602	1943
16477	117596	2587	1233
16495	105312	2498	1146
16467	145072	2451	1076
16379	125867	2440	14529
16490	107222	2354	502
16279	6977	2282	6112
315	7053	2216	140
16452	207233	2202	1318
16542	73279	2140	613
16506	100336	2126	1955
16502	101980	2040	1743
16364	95747	1803	3628
16551	67154	1803	676
16528	78404	1727	949
16402	229401	1706	2474
16375	112056	1626	1682
16478	115762	1612	630
16550	68897	1570	318
3263	24093	1557	681
59	21168	1487	120
16512	96816	1466	424
16387	153295	1443	2213
16350	79810	1396	2439
16468	142678	1380	571
16508	98511	1336	1123
16465	146097	1257	453
16489	108338	1253	701
181	1801	1231	171
16472	118387	1223	455
16266	3185	1211	3890
16327	44339	1150	1569
16288	13453	1109	1117
16497	103129	1101	494
16397	222611	1072	4116
16426	257161	1008	7268
16300	26698	992	880
16363	91655	985	1308
16449	211487	975	344
16386	149495	966	2836
15537	30931	934	988
16455	198063	921	604
63	18761	913	85
16456	196911	893	625
105	11130	877	377
16072	35781	772	736
966	24823	771	390
16427	260729	763	1040
16515	95727	753	496
16517	91553	748	667
16450	209455	742	820
16423	238613	732	427
16433	264334	715	251
14384	22423	715	587
16294	15528	708	921
16475	117662	697	454
16326	42594	690	1421
538	22799	688	417
16343	48272	660	1182
16069	30426	636	689
16070	31195	620	677
16078	36241	619	646
16451	207752	617	676
16567	57402	615	166
45	31114	605	37
16435	263027	578	232
16272	3774	576	885
3270	22198	570	260
16501	102415	559	510
16354	80133	554	515
16366	97971	547	985
2488	23555	542	5
16568	56733	533	196
16436	262646	518	243
498	24674	511	254
16336	47029	503	1016
3577	15814	500	236
527	23615	488	283
16552	65198	485	228
16385	145760	484	1400
65	17402	472	158
