position	coverage	clip_count	SA
16569	22742	22740	519
16563	30545	6451	2240
16290	13428	3774	2855
3493	18045	3666	10
8578	23912	3645	3
16449	42100	2028	611
16531	33816	1781	470
2488	21242	1246	3
16464	35680	1063	55
3165	27353	972	0
5312	30494	952	2
16461	36681	847	237
16458	38108	721	357
16425	22304	714	130
1	963	706	668
13987	28082	646	9
2702	22389	627	2
10397	31434	583	0
10401	31478	569	2
8659	27777	561	1
16143	10762	560	1536
5324	29088	555	0
8558	18709	542	2
309	2073	536	3
16450	39986	526	295
16460	37131	464	173
8561	18779	461	137
8577	19290	459	1
16357	15294	450	833
16380	21611	444	2073
2703	21764	434	0
2705	21066	428	1
11523	28385	409	8
16565	23956	388	9
16457	38479	381	146
4399	28138	368	0
16568	23107	364	3
10307	27836	360	1
16459	37446	356	161
16328	14909	356	268
16299	14326	350	301
16451	39408	349	108
16324	14923	336	4
522	9052	328	65
13933	25921	323	5
16366	18065	318	818
315	2390	315	2
16358	16413	313	970
15222	27579	313	230
2480	19745	310	0
516	8971	309	5
2701	22728	305	0
16360	16708	296	127
303	1776	271	14
16511	33911	268	332
471	9474	267	0
16447	42538	266	246
2704	21286	266	3
8579	24315	265	0
8212	26858	265	0
3524	19175	261	4
16426	39868	259	3297
8574	18471	255	1
16567	23361	253	3
3108	26201	250	1
3750	26073	249	0
311	2027	246	16
3484	13434	243	1
13979	27334	237	0
15643	25908	234	1
3497	17985	227	1
3512	18531	219	2
16454	38953	219	123
8437	28475	216	135
6875	28209	213	0
3489	13687	199	1
1146	20066	191	1
289	1476	188	1
16442	42832	188	10
16365	17414	184	98
16566	23542	181	3
16283	8496	179	150
6879	28170	172	1
3174	26594	172	1
16499	34018	171	164
14426	24469	160	1
656	15472	160	118
16423	23170	154	37
8568	18221	148	1
16453	39060	146	84
8678	27090	139	0
3829	25908	139	1
15668	25779	139	2
16363	17006	138	129
14398	24489	136	2
5178	30385	135	0
16433	43821	134	11
7798	26881	131	2
16462	35847	130	85
8585	24696	128	3
9539	31036	123	2
4172	31024	122	0
16448	42235	118	31
16400	24254	118	227
2457	21489	117	1
14284	23978	117	0
16455	38745	116	67
3522	18874	114	0
8572	18238	113	0
8808	29236	113	0
16427	43335	112	455
2479	19406	112	1
2487	19845	112	0
16528	33914	111	34
2490	21476	111	0
9849	32758	111	0
6420	22669	110	0
11504	28249	108	0
16518	33769	107	195
11913	27538	106	0
16456	38573	105	69
16561	30809	102	14
1699	25824	101	0
16375	18848	101	128
8576	18602	99	1
1145	19798	99	0
10305	27342	98	1
16562	30670	97	10
16492	34035	96	42
16424	22534	95	33
16436	43555	94	8
3178	26309	94	0
12090	30016	92	0
16291	13555	92	101
16474	34327	90	26
8567	18073	89	0
8571	18184	88	1
16313	14887	88	83
16367	18287	88	121
16374	18658	88	130
8412	28710	87	1
16368	18410	86	102
8710	28053	85	8
16473	34425	84	21
14539	26023	82	0
288	1495	82	0
3506	18159	79	0
3510	18275	79	1
379	6831	78	1
16558	31090	77	30
16564	24057	77	3
10291	26385	77	0
10297	26654	77	0
5141	30623	76	1
16422	23737	75	15
3791	24976	75	1
2476	19650	75	0
16444	42641	75	11
3549	18801	75	0
12048	29852	75	0
16435	43624	74	9
6650	29696	74	0
16478	34246	72	23
16355	14417	71	32
16439	42985	68	9
16362	16743	68	29
8216	26727	68	0
1147	20087	68	0
16467	34630	68	23
16446	42567	67	15
16502	33896	66	55
9217	30735	66	1
11026	27492	66	2
16387	22421	65	345
16392	23199	65	355
2711	21045	64	0
3478	13755	63	1
9859	32511	63	3
2723	21400	63	0
16421	23956	61	11
507	9126	61	0
9546	31027	61	5
16494	33945	60	31
3500	17944	59	1
3946	26305	59	52
16393	23876	59	392
3492	13582	59	1
14404	24357	59	1
2402	26693	59	0
2450	22287	58	0
16483	34167	58	15
16479	34211	58	19
16545	31733	58	2
2728	21780	58	2
16429	43853	58	42
9866	32619	58	0
11546	27969	57	0
6917	28340	57	1
16071	11025	57	22
5154	30235	57	3
