position	coverage	clip_count	SA
16454	248302	62523	40471
16362	200931	45149	96859
16569	43043	42949	16400
16448	284493	23403	11306
16461	170294	17162	4489
16298	78209	16848	19529
16495	91024	12298	6738
16528	67565	10630	3424
16313	98973	9698	9964
16494	99454	9209	6696
16465	151243	7710	2667
16472	123045	6751	1229
16370	213762	6175	8254
16466	140274	5792	1876
16459	179140	5691	2207
1	21497	5327	18591
16469	128870	5161	1341
16400	277690	5155	3988
16481	107899	4990	1349
16449	260519	4463	1692
16460	174303	4257	1431
16509	70991	4184	6341
16499	77382	3977	2667
16317	107531	3856	12010
16467	134686	3519	1497
16425	285089	3406	3809
16475	112592	3379	1012
16447	287767	3160	1598
16473	116462	3122	625
16457	183979	3038	752
16458	181598	3024	1381
16393	278207	2892	11765
16450	255767	2669	689
16468	131230	2491	673
16366	208481	2419	3155
3493	10688	2388	66
16075	21543	2341	3905
16355	105186	2302	5873
16491	102445	2202	1027
16536	55558	2188	774
16363	203873	2103	2592
16497	79107	2085	864
309	5535	1885	925
16071	18424	1847	2127
16505	74461	1832	1695
16525	68337	1766	693
16542	52935	1756	696
16508	72522	1713	1662
16488	104637	1705	528
59	14651	1687	90
16231	22405	1670	3378
16452	250565	1649	607
16353	102489	1551	3172
16399	267867	1536	7178
315	4581	1503	5
16332	111946	1494	2149
16464	152164	1451	591
16451	251788	1431	810
39	23949	1401	36
16330	110656	1378	3383
16564	45783	1313	340
16294	49216	1302	2842
16269	33640	1299	2803
16374	217279	1264	1509
16426	293526	1254	14193
61	12683	1247	88
63	11212	1236	115
16258	29189	1224	1887
16487	105759	1221	400
16389	257190	1215	10076
16344	106893	1209	2322
16375	219083	1170	1975
16479	108442	1156	552
16218	19944	1143	2353
16492	100527	1110	520
16309	85766	1109	2149
16302	81944	1105	2506
16478	109192	1101	491
16549	49694	1082	468
16244	25835	1082	2043
16427	295391	1068	951
16359	105208	1064	1569
16264	31487	1058	2088
56	16998	1055	47
16534	56597	1017	364
41	21614	1015	25
16279	44110	1014	539
16455	185784	1013	490
16368	210136	1008	2198
16482	103161	994	376
16295	50517	989	1816
16518	68193	961	1769
16381	235286	945	6498
16463	153041	938	380
16453	249012	914	454
16286	45786	877	766
16531	57295	872	772
16316	101483	867	1774
16470	123741	866	465
16380	230710	844	3067
16300	79637	836	1394
16477	109538	828	423
16384	241619	811	3532
16320	108814	809	793
16371	214401	780	1005
16376	222420	768	4700
16185	16660	766	1375
16511	67046	763	1310
16301	80926	757	941
16398	263424	743	4346
51	18230	728	18
16456	184116	714	408
57	15870	691	48
16433	293285	632	213
16292	47874	618	1389
16474	112965	610	238
16444	288569	607	328
16507	72865	595	980
16540	54036	574	317
8578	11426	570	3
16246	26334	561	277
16390	261618	561	3260
16436	290807	557	221
16547	50540	554	224
16289	46646	549	1203
966	17112	547	266
16329	109142	539	2191
16184	15720	538	673
15537	19289	533	533
2488	14455	527	2
40	22382	525	20
16490	102827	522	272
43	20588	518	44
16429	295896	504	836
16070	16123	479	723
16361	104334	467	1723
16535	55860	466	172
16357	104593	464	780
16391	263062	461	601
16365	204673	454	630
16386	245115	446	850
16382	238229	437	2403
16387	247026	433	1063
45	19706	426	24
16423	283714	426	356
16392	264195	424	2103
16367	208884	421	970
16356	104884	412	1213
16234	23305	405	220
48	18952	400	15
16435	291326	398	198
16208	18416	398	710
498	11950	396	179
3263	16168	395	166
16504	74549	393	795
16568	43492	368	162
294	5051	363	177
16091	21809	362	203
16516	67919	356	480
16373	214983	354	784
16247	26806	354	677
16345	107026	354	1217
16552	48076	353	102
16483	105918	353	145
16397	261753	349	1774
16541	53384	344	87
16183	14973	338	391
16378	225776	336	3980
16440	289746	336	195
31	25633	333	17
16521	68454	326	480
16059	15829	326	546
16403	279319	321	2064
44	20083	317	25
16350	100657	317	726
16462	153270	315	233
58	15059	314	21
16283	44387	311	501
16567	43850	308	116
13932	13412	305	278
538	11285	304	191
14384	16056	303	267
16343	105502	303	1415
16431	294670	301	343
16285	44668	300	576
16493	99613	293	195
16428	296010	286	578
16379	226946	284	1427
49	18566	284	26
16291	47041	283	343
16489	103032	282	151
184	7831	281	144
279	6074	280	76
16412	284638	279	272
72	9307	276	50
16519	68268	270	460
16434	291927	270	153
311	4181	267	22
16563	46126	267	227
16311	86206	266	541
350	6269	265	5
16560	46904	263	107
168	8889	261	232
16358	104280	258	1052
16364	204234	256	654
16372	214370	253	450
15995	19261	251	84
16278	42909	249	325
16430	295020	247	199
105	9607	245	102
16498	77294	243	176
16446	287791	239	181
16377	223314	239	562
246	7227	236	300
16442	288659	236	191
16312	86657	235	301
