position	coverage	clip_count	SA
16451	41312	31181	4699
16382	56781	12280	61185
16569	6267	6265	287
16425	72538	1549	89
16433	59814	1350	5
16449	43443	1204	158
3493	5509	1109	1
8578	6502	1001	0
16435	57797	737	3
16427	63057	724	16
16426	63911	699	132
16447	44713	471	50
16457	8970	444	201
2488	6943	384	0
1	507	382	399
16454	9433	378	164
16460	8372	332	133
16436	56806	264	7
16461	8045	260	62
309	850	237	0
16450	41972	235	52
16434	58309	222	3
16448	44009	218	36
16118	3491	216	351
16446	45169	215	26
16432	60245	184	9
10397	9103	183	0
16490	7481	183	128
10401	9128	183	0
2702	7085	182	0
16428	62066	180	4
16423	74824	172	9
16421	76110	171	13
16509	7128	165	172
16379	6633	164	685
16430	61090	160	2
16386	59187	156	552
16453	9593	151	69
16424	73194	148	12
8577	5363	148	0
8558	5184	144	2
16372	5454	140	212
16444	45881	127	15
151	1473	125	58
16364	4625	124	229
2705	6744	119	0
16387	59923	115	452
2703	6908	113	0
16519	6807	111	95
516	3190	111	0
303	776	111	2
16357	4017	108	174
16368	5175	108	300
16429	61443	107	10
315	874	105	0
2480	6588	104	0
16458	8524	103	37
16394	63710	101	278
16385	58481	95	557
289	756	92	0
2704	6809	92	1
16431	60635	92	3
16442	46593	91	7
10307	7770	87	0
3108	7686	85	0
16380	7504	82	783
16396	64771	82	187
2701	7188	82	0
16568	6353	82	1
8579	6619	80	0
522	3184	80	2
16384	57901	80	675
16452	9926	78	15
3484	4179	77	0
311	733	75	1
3524	5812	74	1
16528	6756	74	19
16313	3677	71	74
3489	4235	70	0
16462	7777	66	16
16445	45450	65	2
16337	3719	65	112
3497	5442	64	0
16383	57365	63	269
16441	47027	62	5
16565	6535	62	0
3512	5586	60	0
16422	75783	60	11
16299	3620	60	31
16440	47356	57	12
1146	7192	57	0
8574	5156	56	0
16566	6467	56	2
16443	46207	56	4
16459	8415	54	29
16567	6408	54	4
16363	4291	53	93
2479	6458	49	0
16375	5648	49	214
16366	4855	48	119
16417	76823	47	22
16437	56133	46	6
16439	47937	46	1
3522	5721	46	0
16418	76829	45	19
16513	6933	44	43
16358	4139	44	94
15633	7400	44	41
16456	9003	43	13
16420	76407	43	3
2487	6543	41	0
16365	4720	40	80
16367	4962	39	68
16455	9048	39	7
16438	48526	38	3
16518	6838	37	36
9539	8583	37	0
16412	71929	36	28
8585	6711	36	2
16416	76614	35	16
1147	7230	34	0
8572	5107	34	0
16377	5906	33	235
2457	7048	33	0
10291	7301	32	0
2723	6808	32	0
1344	8563	32	14
6420	6435	32	0
8568	5112	32	0
7402	8031	31	0
2490	7040	31	0
16464	7632	31	7
1367	8762	29	18
16515	6867	29	19
5740	8247	28	5
2476	6529	28	0
16492	7289	27	17
16479	7540	26	11
16495	7262	26	20
288	761	26	1
1133	7083	25	0
16411	71340	25	49
8567	5087	25	0
16514	6892	24	45
10305	7617	24	0
3946	8066	24	23
