position	coverage	clip_count	SA
16460	287386	175822	37845
16378	340345	63726	285063
16569	41306	41145	18791
16449	346574	31081	15472
16357	111221	17652	38917
16294	68567	15922	16540
16494	95892	12629	6599
16454	303774	11131	5792
1	24961	10242	22497
16511	84307	8231	6432
16368	138871	6890	14200
16528	64167	6612	3309
16364	123239	5828	7664
16538	56744	5362	3113
16480	104250	5222	2734
16483	101231	5221	2420
16470	106992	5008	2659
16462	110119	4055	1589
16313	79761	3976	4771
16071	24159	3955	4473
315	6296	3526	12
16518	70744	3467	3137
16513	76120	3234	2417
3493	12762	3159	45
16373	147312	2879	7100
16425	378529	2826	857
16078	28717	2640	3370
16521	68023	2614	1729
59	24120	2364	292
16485	96791	2268	1146
16370	141972	2181	5570
16346	77203	2040	2685
106	16628	1948	1018
16230	34279	1938	1529
16551	47836	1904	723
16402	402783	1849	3295
16461	111785	1846	666
16389	370514	1795	3854
16515	72485	1785	1640
16524	65784	1737	1217
16455	292424	1652	569
16365	125701	1607	2193
16451	309237	1575	980
111	14394	1546	475
309	7455	1511	552
16188	31101	1476	793
16456	290413	1448	645
62	21384	1424	129
16317	82172	1389	1562
16457	289222	1284	875
16374	149679	1226	2104
16065	17374	1210	1376
56	26037	1145	150
16296	70886	1075	1134
16359	113373	1074	2797
16472	102370	1030	625
16387	362827	993	2563
16423	386316	986	224
16376	153603	947	3158
51	27879	914	51
16234	35504	891	553
16459	287928	846	561
16377	156819	846	4815
16514	73222	832	632
186	12504	831	492
16547	49634	804	452
16427	389300	787	537
104	17785	782	415
16299	72710	765	718
16148	29075	759	791
16436	373552	757	211
16479	104366	748	573
16403	406907	747	1763
16382	350751	744	3804
16412	418306	713	539
16458	288118	706	538
16279	45008	694	862
16426	386871	688	4722
16447	351702	685	428
16525	64228	683	407
16184	29378	665	644
16531	56996	663	438
16453	305014	657	614
16391	376293	654	3353
16197	32753	632	493
16530	57518	627	439
16444	354584	625	280
16435	376661	615	168
16358	111917	602	1171
63	19889	585	78
16433	382297	582	169
16504	84511	565	344
16450	312320	557	636
152	13012	537	294
15814	19706	532	484
8578	11467	510	4
16175	27666	508	296
16327	82070	505	581
16560	44140	486	229
16380	345275	482	2843
16407	412592	479	617
16379	342397	478	1741
105	17046	471	272
16067	18001	470	546
16176	28154	447	341
147	13413	434	213
100	18320	434	118
16413	415871	431	465
16421	390722	428	262
16432	385204	423	200
16465	106385	421	482
233	10998	419	135
16375	150538	419	2363
57	24805	412	59
16440	362015	411	181
16471	102412	409	212
16393	380721	409	812
16394	381145	403	1136
16369	138396	401	937
16428	391222	390	487
16278	44026	383	407
16424	379273	375	302
16539	51482	373	234
16069	18845	372	451
16106	30822	371	313
16295	69254	370	380
16302	73799	360	501
16090	29995	358	312
16429	388926	353	367
16411	416890	353	630
16362	113476	346	844
16360	113449	346	1026
16316	80292	343	478
16463	106576	340	272
16297	71350	338	417
303	7877	338	81
16507	84291	337	357
16408	413497	335	464
16249	36527	334	309
16430	387730	328	195
16363	113871	322	765
16437	370001	321	221
16417	396939	317	377
16490	95544	316	224
2488	13425	310	2
55	26378	309	47
16104	30460	306	301
46	28506	303	36
16439	364899	302	316
53	26919	302	24
16318	82533	301	544
16431	388042	299	287
16434	379305	289	138
16442	357597	289	271
16043	15991	288	300
16390	372885	285	994
16392	378514	283	1082
16420	393090	280	221
16258	38171	277	197
16415	412985	269	296
16540	51220	268	153
16190	31315	265	261
129	13342	258	127
16418	395638	256	343
16068	18347	255	292
37	29721	251	26
16446	352297	248	209
16509	84351	246	193
140	13357	246	133
16441	359757	245	108
16555	45305	242	135
16532	56388	242	201
16133	29274	242	220
16075	25121	241	238
16381	347248	236	1713
278	9274	234	158
16073	24774	233	284
3263	16738	232	93
40	29086	232	35
16464	106055	232	269
151	13192	227	123
16410	414925	221	750
16492	95627	219	147
16288	45514	215	278
194	11564	215	128
16445	353045	214	195
16416	398291	214	305
16397	388190	213	624
16567	41951	213	93
16448	349530	212	172
16452	306491	211	515
16189	31002	209	222
16388	365120	208	680
311	6244	207	8
16107	30974	206	181
16549	48546	205	119
16409	413875	204	393
16372	142112	204	558
16102	30171	204	223
16467	106826	203	433
16383	352589	202	1466
16422	389796	200	310
1219	15453	198	3
78	18716	197	82
110	14489	196	71
15537	19254	193	201
16405	409082	193	393
16395	384566	192	732
54	26567	192	28
108	14648	191	97
30	30555	190	10
16399	391038	188	492
16529	57635	187	109
16305	74129	186	210
16147	28202	183	99
16400	394530	182	803
16474	102030	175	106
16565	42583	175	74
16478	103839	174	168
16116	30424	173	177
15924	19061	173	186
16347	76189	171	453
212	11543	171	107
16226	31955	170	183
16443	355947	169	192
16469	107025	168	339
16263	38901	165	147
16344	75091	165	483
16182	28460	165	129
15823	19841	161	41
66	19174	160	55
538	11399	159	83
16438	367161	159	130
16367	126540	157	247
16568	41630	157	70
16072	24415	153	201
371	6954	153	19
77	18873	153	55
16181	28260	152	144
314	6372	152	60
16283	45331	151	245
983	17136	151	95
16384	353835	150	1186
16516	70830	147	92
16385	355979	147	663
16487	95099	147	71
507	11502	146	3
16310	74559	146	164
16127	29636	144	143
16406	410642	144	533
16536	56470	144	76
191	11693	143	77
16512	76224	143	93
16241	35438	143	121
3108	16044	142	2
301	7877	141	68
16566	42230	140	68
16414	414678	138	327
16291	45070	138	132
271	9514	138	68
14384	16856	136	127
16253	37350	136	144
16556	44938	136	63
16070	19094	135	176
3802	15400	135	64
3484	8952	134	5
966	17435	133	80
16280	45131	133	129
3524	13623	131	3
101	17890	131	51
16247	35584	130	114
16361	113336	129	381
3512	13201	129	3
16386	358776	129	678
2480	13291	128	1
16298	71599	127	121
3577	13007	126	49
16371	141974	126	299
305	7705	126	42
13792	15519	126	131
16214	32284	124	129
16352	74136	122	336
15327	17541	121	94
16271	39971	120	119
16496	83195	120	98
16336	78241	120	186
175	12867	120	63
969	17334	119	58
16475	102281	119	84
256	9756	118	55
16550	48148	118	43
16285	45178	115	113
528	11446	114	73
771	15142	114	60
16319	82620	113	201
16287	45287	113	97
16491	95450	112	109
16221	31931	111	75
16466	106397	110	332
243	10340	110	59
16183	28572	110	69
16564	42856	107	37
498	11522	106	44
16076	25290	106	130
8558	10542	106	1
16508	84251	105	128
222	11388	105	41
16270	39664	103	70
3260	16893	103	52
307	7636	102	35
16196	31553	101	66
14563	18090	101	89
16061	15849	101	42
