position	coverage	clip_count	SA
16453	590976	333058	60157
16451	763831	160639	19620
16454	255206	87057	23805
8561	100296	86293	78718
8437	102182	47766	101994
16501	104971	44584	30516
16569	28699	28595	15034
16358	148239	28536	76028
16398	724594	24535	321518
16264	48108	22995	19427
16393	387630	18282	112038
16401	832911	16282	51208
16499	115857	10722	6693
16449	794743	10145	749
16528	47100	9778	4133
1	23299	8710	20102
16498	123741	7942	3387
16463	155879	7251	2115
16458	161572	6939	1651
16374	183166	6724	22164
16297	67750	6368	5922
16399	752817	5575	21042
16313	90858	5194	7218
16394	432669	5004	51635
16456	163962	4811	1868
16508	57939	4210	2794
16492	132710	4173	2248
16425	970617	4135	834
16452	600046	3958	610
16518	50991	3847	2713
16447	812624	3579	339
16373	167523	3509	8163
16305	78386	3473	3825
16362	154107	3337	8918
16467	151790	3186	1638
16450	775704	3133	457
16486	136363	3116	1205
16470	148823	2757	1021
3493	11270	2644	49
16478	142267	2624	1324
16497	126225	2549	1202
57	19701	2417	165
16314	94701	2408	3775
16433	898324	2233	245
16436	878633	2190	269
16448	804136	2150	228
16268	51444	2047	1829
16483	139100	2003	991
16455	165985	2002	601
16475	146437	1983	1040
16444	830212	1955	167
16481	140129	1910	960
16515	52785	1831	1130
16435	885779	1803	281
16459	156132	1803	1017
315	7462	1788	54
16550	34385	1778	833
16388	199406	1777	9395
16278	58563	1703	1769
16512	54035	1688	982
16372	160909	1492	3816
16310	82280	1456	2095
16115	15154	1455	704
16326	97308	1438	2503
16427	935449	1407	628
16446	818216	1378	180
16502	60436	1368	696
16299	71915	1347	1580
16484	137344	1206	598
16439	857024	1157	300
16442	840254	1156	298
16403	865958	1146	14204
16298	69667	1137	1307
16496	127221	1111	653
16432	904529	1103	198
35	26399	1097	19
61	14789	1065	110
16363	155757	1049	2408
16505	59070	1045	656
16423	981759	1045	275
16494	128593	1029	707
16440	850329	1022	160
16211	21936	994	764
60	15827	944	80
56	20798	935	119
16542	37190	926	452
16275	54635	926	1031
16293	59970	922	19
16325	95030	911	1373
16526	47925	908	613
16428	930971	889	535
16426	937402	887	1701
