position	coverage	clip_count	SA
16455	315471	79855	10130
16569	39543	39444	13873
16454	353151	37273	6421
16487	129583	36233	14817
16449	395198	33233	15568
16296	123236	31238	23772
16462	203616	30394	6833
16461	225909	24381	5922
16478	162929	13976	5535
16425	443873	12729	5207
16379	210838	11900	81232
16492	92749	9850	4965
16386	337651	8769	116791
16387	384640	8408	49762
16532	60916	8335	3597
16460	233951	8111	3002
16480	148910	7663	2154
16483	136880	6814	2565
16367	129196	6751	4186
16294	81251	6730	12660
16507	71054	6452	5118
16235	34017	6157	10999
1	23600	5962	26233
16253	43995	5358	8896
16291	69151	5298	3940
16071	23052	5061	7995
16321	140794	4907	6082
16482	141325	4621	2026
16518	65331	4342	6757
16380	233651	4104	32712
16357	119813	3988	3420
16381	260821	3957	42185
16363	120086	3735	6536
63	15468	3714	376
16399	422211	3395	7979
16506	74039	3231	2632
16505	76922	2900	3936
16310	133567	2813	2977
16498	83650	2785	1740
16426	455623	2758	18040
16477	165144	2729	851
16265	49920	2698	1626
57	19539	2682	132
16503	79594	2634	3664
16373	133380	2613	3184
16451	357200	2586	1326
16502	81469	2353	3658
16427	455875	2297	978
16543	51631	2272	944
16282	63135	2264	4838
16226	25927	2170	3829
16540	54279	2090	956
16547	48896	2032	962
80	10226	2031	355
16523	61332	2029	2815
16457	235316	2009	1420
16371	130226	1988	1702
16325	143346	1768	5903
16529	62364	1689	843
43	23602	1604	50
16476	166308	1567	757
16069	16466	1494	2382
16465	172796	1431	1012
3493	6579	1406	19
16474	169948	1399	475
16189	23020	1324	2128
16564	42237	1312	318
16433	434248	1280	474
16351	123527	1271	1549
16306	129781	1259	3293
16475	168785	1256	658
309	4482	1250	1174
145	5079	1216	548
16456	235391	1173	603
16467	171816	1155	686
16470	170045	1131	330
16377	144492	1120	6750
16562	43544	1093	485
16423	441037	1092	564
315	3270	1091	11
16490	93381	1057	544
16436	414491	1050	386
16292	71632	932	1145
16352	123675	905	731
16072	24133	878	1337
16447	398322	874	393
16459	234078	843	706
16136	20486	840	494
16375	133994	832	1384
56	20501	823	25
16548	46795	805	332
16303	127253	801	757
37	27198	785	34
16258	46017	785	1333
16428	441649	783	566
16237	36525	781	1522
16458	234455	773	821
16435	430423	759	312
16429	439848	748	489
16149	20420	746	351
16450	360087	740	345
106	7354	738	401
16182	21668	702	1050
16269	50328	670	1102
41	24444	670	62
16559	44601	664	309
151	4056	655	244
16181	20820	652	400
16424	440344	610	1003
16479	149296	607	295
16320	134589	590	728
16421	449289	588	1423
16431	436853	582	710
16364	120788	582	1410
16468	170765	578	311
16463	173246	574	254
16236	35576	571	863
16444	400381	563	358
16376	137618	554	4668
16398	407455	542	1249
16313	134810	536	1102
16485	130172	528	247
16254	44881	527	718
105	7858	524	262
303	5063	509	117
16184	22351	508	573
16430	439200	495	336
16214	23641	487	317
16175	19824	482	730
16361	115492	482	208
8578	8955	481	5
16295	82347	477	556
117	6439	462	338
16383	267007	460	4185
16378	144908	458	784
70	11352	450	41
16432	435122	443	376
16055	10971	438	732
16434	431536	438	220
16453	352925	425	321
16519	61178	424	771
16230	26288	424	644
16211	23031	420	706
16318	134814	417	16
16366	120981	411	516
16420	450190	410	196
39	25628	407	48
16486	129793	402	191
16297	123825	399	436
16346	127309	399	1549
16395	401516	386	2448
16452	354073	380	268
16302	126707	380	291
16568	40020	374	107
311	3483	370	307
16393	395348	366	1281
471	5865	365	5
16065	11818	359	332
16369	128630	359	318
16301	126105	354	200
16481	141486	351	174
16368	128947	350	352
16417	449666	349	695
16422	448346	348	562
16388	387335	346	2153
16469	170342	346	304
16412	443261	333	539
16511	65201	332	510
16442	407209	329	367
16396	403547	327	816
93	7890	321	112
16374	133320	320	611
16534	52730	319	101
16372	129958	318	463
16403	430528	316	2096
16390	389725	315	1919
16067	12238	312	309
16311	133827	309	208
16446	398586	309	208
2488	7557	308	2
40	25005	307	42
142	5424	307	348
16270	50736	307	260
16391	391099	306	1494
16488	93500	293	169
16224	23135	290	307
16464	172770	289	236
16197	23563	288	380
81	8198	285	82
16473	170129	283	102
16304	127546	283	155
16025	9904	281	409
16370	128280	281	365
16382	263288	278	2571
16496	83386	277	134
16539	53444	275	90
16418	450651	273	742
16445	399262	268	175
16439	409842	265	256
16567	40323	257	79
16437	412205	256	222
16299	124583	252	233
16347	125075	249	426
16538	53351	249	127
16513	65152	247	379
16416	448995	247	405
16341	130363	246	669
16266	50196	245	255
16504	77061	245	326
16484	130260	244	134
16448	396597	242	182
16284	63177	241	169
16360	116455	239	151
16192	23171	237	376
16355	119053	236	239
48	21569	234	17
16276	59988	231	225
16278	60392	230	150
16353	122669	229	249
16356	117517	228	275
16277	60215	228	162
357	4332	228	59
16466	171615	227	284
16385	269225	225	1427
16440	408888	224	224
16328	143460	224	430
16365	120724	222	484
16075	24675	222	287
16327	143494	221	282
16472	169084	216	73
16298	124209	216	215
16331	141682	216	398
16305	127912	214	325
390	5079	213	152
134	5694	211	103
16411	443720	210	829
16471	169116	207	78
16400	424891	207	1469
61	15951	202	18
