position	coverage	clip_count	SA
16453	171273	41511	6726
16569	26859	26782	11913
16380	158958	22409	79029
16456	122049	9445	2155
16478	92598	8447	4074
16528	53617	7901	3205
16551	39935	6931	3108
16390	195352	6668	11463
16458	113260	6326	1265
16313	65162	5919	7384
1	16564	5841	15997
16511	64105	5795	5127
16465	102447	5609	1801
16480	82403	4922	2257
16454	128117	4041	2623
16425	209475	3872	1398
16290	43227	3598	4964
16500	71072	3589	2784
16471	95597	3053	1365
16488	74847	3051	1271
16362	69804	2933	5201
16366	78079	2890	3573
16483	78197	2787	1400
16285	35746	2656	3525
16300	50884	2651	2209
16479	84524	2533	1304
16379	96753	2404	15919
3493	10246	2299	61
16461	104604	2059	953
315	3975	1927	10
16239	19283	1880	2583
57	16011	1815	121
16459	107428	1799	736
16507	65997	1761	1667
16071	14030	1682	2005
16299	46954	1636	1681
16481	77989	1609	629
16513	58447	1530	1285
16518	57107	1463	1591
16485	75993	1441	569
16555	32469	1405	997
16517	58299	1385	1038
16522	55205	1366	1285
16470	96611	1357	811
16460	106121	1327	907
309	4877	1311	450
16365	73448	1296	1314
16368	79388	1244	2680
16502	67638	1242	981
16492	71248	1227	496
16370	78495	1219	1736
16455	123576	1188	565
16376	83843	1168	6690
16381	161737	1164	1934
16531	45754	1135	611
16335	66148	1132	2483
16563	29748	1070	454
16309	56687	1015	1132
16364	71770	987	1840
16399	206262	969	1507
16538	44455	953	558
16358	64312	952	1083
16489	71946	905	502
16389	174823	903	6265
61	12767	880	76
16302	53089	862	1014
16426	197849	860	5380
16357	63244	856	888
16451	173165	840	491
105	9025	838	425
16286	37137	829	837
16449	176486	825	339
16075	15194	804	965
16565	28466	786	495
59	13730	771	80
16427	198805	758	599
16329	65399	743	1464
16347	64383	736	2267
16474	92069	724	359
16524	53975	696	776
16359	64861	676	537
16473	92680	647	317
71	10359	633	93
16282	32199	612	829
16289	38568	587	661
16341	65220	585	1230
51	18116	574	63
16423	213397	569	208
8578	10163	557	6
16521	55588	542	541
16519	55827	539	471
16525	53444	512	257
53	17386	511	27
16305	54242	495	864
16436	183578	494	377
16467	97212	494	465
56	16548	491	50
16378	85224	487	1578
16280	31448	469	287
16264	24262	459	607
2488	11920	458	3
16433	197811	453	213
16346	64653	453	522
16258	22486	448	568
16382	163170	442	1089
65	11391	439	67
126	7643	428	120
16244	20186	414	638
16388	169872	410	3398
16542	42816	405	211
16237	16809	404	521
16505	66322	397	434
16510	64348	397	369
16371	78780	391	918
16494	70480	384	181
16536	44741	383	207
16450	175025	382	343
16393	199570	379	850
16435	184914	375	244
16540	43492	374	153
16457	113207	369	566
16306	54773	368	576
16184	14398	365	425
16482	76685	364	194
16303	53566	356	376
16363	70219	351	446
16199	15870	350	439
16491	71295	345	225
16428	199077	345	413
16548	41025	340	135
16429	198468	340	272
16448	177394	337	237
16544	41913	336	176
16447	178167	332	245
16469	96839	331	300
16375	79172	329	865
16462	102744	329	266
16385	166590	325	1172
16195	15291	321	420
16391	196627	321	715
16463	102529	321	177
16367	78032	316	527
16424	210021	302	256
69	10750	296	66
16349	63483	294	361
42	19177	294	11
16421	215497	288	210
16374	78807	282	755
115	8053	271	161
16208	16162	268	326
16412	213153	267	303
16353	63181	263	349
16230	16120	262	159
16452	171903	260	287
116	7798	244	184
16231	16199	243	162
16431	198417	241	232
16392	197757	240	752
16319	65632	238	499
16292	43788	233	247
16487	74910	233	122
16466	97080	232	234
3577	10471	226	84
16287	37401	224	250
16550	40304	224	110
16477	92127	223	171
16307	55144	223	445
3524	11168	221	9
16512	58412	218	210
16069	11828	218	280
16468	96830	215	170
16444	179297	214	182
16259	22846	214	243
16567	27398	214	58
307	5191	210	89
16293	43966	207	190
16383	163999	207	588
140	7332	207	64
45	18801	206	9
16442	180446	206	364
16562	30039	204	67
16508	64431	203	181
3263	13967	203	67
16543	42272	203	114
16420	216002	200	116
16445	178823	200	259
16568	27148	200	63
16434	186224	198	140
16262	23382	194	192
16350	63479	194	457
16432	198040	191	172
16344	64801	191	383
16186	14607	189	229
16355	62775	185	232
194	7310	182	113
16422	214573	180	239
16256	21796	180	215
303	5369	179	24
16249	20447	179	130
16170	13689	178	123
16384	164896	178	1189
16499	71113	176	160
64	11561	173	39
15952	14167	171	203
16430	198544	171	115
16516	58045	170	178
16337	65398	168	365
2702	12164	166	1
16205	15911	166	98
148	7211	166	87
106	8206	166	87
16417	212484	166	259
16472	92673	165	110
16275	26835	164	126
16413	212138	163	204
16495	70423	163	139
16394	200869	162	474
15537	15158	162	195
16340	64699	161	246
16372	78695	160	274
16418	218723	158	629
16067	11527	157	187
16400	207357	156	615
16439	181632	156	211
16484	75672	155	132
16308	55376	154	167
16181	13850	154	185
16141	14505	154	301
16549	40581	152	112
99	9440	151	48
16403	208711	150	725
16386	167389	149	508
16532	44657	149	87
16291	43449	149	159
16446	178331	149	199
147	7307	148	97
16497	70753	148	103
16361	64407	146	144
2703	12011	146	0
16496	70494	145	128
311	3818	144	13
58	14045	143	17
16250	20595	143	130
16060	11572	143	82
16261	23150	142	126
16501	67639	139	111
16415	211123	139	224
16556	30998	138	82
16464	102319	138	202
16504	66643	137	122
16052	11418	137	130
16475	91590	137	109
16332	64993	136	231
16396	202657	134	470
16240	19390	134	124
16212	16469	134	173
16476	91711	134	73
16407	210465	133	404
77	9678	132	29
16440	181215	131	154
3257	14274	130	48
16397	203385	130	456
16411	212730	130	359
16416	212224	130	202
251	7163	129	44
16273	25603	129	145
16252	21236	129	126
16312	56990	128	106
33	20431	127	23
16266	24706	127	124
16395	202273	127	466
16486	74755	126	103
3484	7442	125	6
16320	65674	124	44
16437	182443	124	252
16072	14202	124	160
3512	10670	124	4
104	9119	123	56
16560	30443	122	30
6341	9512	122	34
16503	66594	121	112
16179	13712	121	158
739	11231	120	72
62	11825	119	24
16408	211115	119	275
247	7328	119	50
114	8144	119	67
3108	13161	119	3
16336	65780	119	136
153	7204	118	92
16288	37528	118	114
16490	71239	118	78
16566	27587	118	44
16498	70880	116	132
16356	62337	116	98
16410	211965	115	342
16438	182173	115	2595
16509	64428	114	100
16096	15258	113	120
16241	19535	113	113
16107	15228	112	139
16535	44793	111	48
16360	64577	111	103
553	8456	109	62
16330	65099	109	109
16351	63365	109	183
16274	26307	109	98
16324	65095	109	181
40	19392	108	18
16443	180083	108	195
16561	30233	108	49
16402	207711	107	234
16270	25006	107	137
166	7523	106	50
50	18230	105	15
16369	77311	104	252
16441	180680	104	146
16526	53132	104	48
2705	11809	103	3
