position	coverage	clip_count	SA
16450	317392	87423	21482
16454	220815	69617	11806
16569	38947	38782	18389
16368	170801	37893	110042
16491	92380	11279	5608
16518	62171	10760	8660
16461	123469	9887	4252
1	26707	9476	23028
16460	131875	8554	4131
16391	236599	8516	21526
16392	286100	8094	61593
16469	111031	7820	3461
16470	103388	7752	1693
16459	138156	7052	3127
16515	68018	5853	4192
16449	324454	5157	2018
16451	228139	4899	1236
16513	71690	4429	3405
16363	82915	4319	10450
16310	58465	3947	5422
16457	144266	3854	1689
3493	14295	3612	47
16398	380548	3524	26802
16396	351042	3478	7098
16319	64308	3268	5613
16394	322112	3199	33504
16455	150879	2980	1277
16395	336230	2969	13954
16382	196034	2770	4865
16530	53171	2726	1325
16425	394148	2714	1007
16448	328919	2693	1110
315	9462	2547	59
16510	74385	2444	1950
16476	95425	2317	1151
16458	140598	2283	1477
16338	69111	2280	4853
16477	93851	2137	1013
16447	332241	2109	451
16273	42530	2097	1748
16296	52002	1967	2213
145	7617	1965	804
16495	80862	1867	979
16364	86426	1829	3704
16365	89432	1828	3346
16499	79673	1809	1280
16501	78081	1589	1125
69	16147	1579	196
57	22072	1550	123
16563	42228	1492	498
16071	17496	1396	1597
16358	74086	1350	3013
16508	76549	1345	1112
16490	93581	1329	588
16312	60174	1280	2170
16543	47814	1252	466
16353	72402	1136	2384
16456	144932	1095	737
37	29573	1091	37
16474	95922	1079	609
16531	50593	1077	450
16488	94426	1075	677
16291	48212	1072	1257
16261	34010	1056	703
16403	399572	1056	4390
16186	19115	1048	1027
16509	75359	1021	801
16237	26533	990	1051
16349	69916	962	2553
72	13823	961	179
16542	48937	960	369
16270	38785	916	760
16299	53972	906	1062
16192	21101	898	925
16372	175610	896	2090
16258	32019	896	1031
16388	206065	884	2890
16228	24775	864	938
16244	28771	859	726
16389	209804	829	3456
16436	355370	802	165
16380	187970	796	3898
16295	49671	794	919
16467	112028	778	786
153	6493	777	135
16400	387873	737	2192
16401	391847	718	1399
16367	91377	710	2202
16376	180612	704	2384
16440	347334	702	189
16332	65258	702	1201
16352	70407	700	1041
59	19995	700	115
16480	93337	697	305
16345	69636	695	1393
16393	289828	691	3782
100	12044	686	318
16435	357545	674	176
16427	373105	669	511
16362	74497	668	2220
16369	172463	662	1488
46	26199	649	65
16463	112711	639	594
16433	362451	631	162
16444	337178	625	179
16423	404052	618	175
56	22846	614	78
16426	372986	613	2546
16452	222747	599	792
16465	112041	583	486
16247	29485	577	463
66	16464	569	72
16471	95917	561	329
16453	221599	533	377
16494	81189	526	381
16483	94000	511	295
